date,country,apl-driving,apl-transit,apl-walking
2020-04-12,LVA,46.42,,33.96
2020-04-13,LVA,55.04,,34.17
2020-04-14,LVA,58.11,,33.55
2020-04-15,LVA,63.09,,42.85
2020-04-16,LVA,61.69,,46.29
2020-04-17,LVA,68.54,,41.1
2020-04-18,LVA,74.24,,53.58
2020-04-19,LVA,70.24,,48.28
2020-04-20,LVA,65.96,,52.15
2020-04-21,LVA,73.26,,63.18
2020-04-22,LVA,78.78,,64.71
2020-04-23,LVA,76.29,,63.01
2020-04-24,LVA,78.77,,61.53
2020-04-25,LVA,81.06,,54.01
2020-04-26,LVA,73.13,,52.48
2020-04-27,LVA,71.92,,63.77
alternative_name,LTU,Lietuva,,Lietuva
2020-01-13,LTU,100.0,,100.0
2020-01-14,LTU,98.15,,99.21
2020-01-15,LTU,102.22,,111.09
2020-01-16,LTU,107.33,,109.1
2020-01-17,LTU,120.05,,139.24
2020-01-18,LTU,112.07,,118.85
2020-01-19,LTU,96.12,,89.11
2020-01-20,LTU,99.92,,97.36
2020-01-21,LTU,101.45,,95.41
2020-01-22,LTU,103.11,,99.04
2020-01-23,LTU,105.19,,111.65
2020-01-24,LTU,123.64,,154.41
2020-01-25,LTU,115.89,,236.75
2020-01-26,LTU,94.54,,133.6
2020-01-27,LTU,97.08,,98.16
2020-01-28,LTU,101.54,,106.41
2020-01-29,LTU,100.93,,111.79
2020-01-30,LTU,100.78,,117.81
2020-01-31,LTU,118.84,,132.92
2020-02-01,LTU,108.72,,120.02
2020-02-02,LTU,98.1,,91.49
2020-02-03,LTU,98.55,,118.32
2020-02-04,LTU,104.1,,121.49
2020-02-05,LTU,105.18,,116.64
2020-02-06,LTU,109.32,,124.78
2020-02-07,LTU,127.25,,151.09
2020-02-08,LTU,115.79,,136.21
2020-02-09,LTU,103.09,,99.69
2020-02-10,LTU,105.11,,103.8
2020-02-11,LTU,106.4,,105.84
2020-02-12,LTU,107.55,,119.82
2020-02-13,LTU,115.47,,130.76
2020-02-14,LTU,140.21,,177.29
2020-02-15,LTU,123.28,,153.64
2020-02-16,LTU,105.49,,115.37
2020-02-17,LTU,112.58,,129.57
2020-02-18,LTU,117.64,,133.57
2020-02-19,LTU,119.31,,145.73
2020-02-20,LTU,122.03,,155.83
2020-02-21,LTU,133.66,,166.49
2020-02-22,LTU,123.23,,133.12
2020-02-23,LTU,98.97,,96.14
2020-02-24,LTU,104.49,,111.14
2020-02-25,LTU,102.21,,112.22
2020-02-26,LTU,106.77,,119.02
2020-02-27,LTU,106.6,,111.79
2020-02-28,LTU,118.77,,135.53
2020-02-29,LTU,103.25,,127.53
2020-03-01,LTU,95.49,,89.62
2020-03-02,LTU,97.86,,105.42
2020-03-03,LTU,101.25,,114.6
2020-03-04,LTU,101.6,,123.39
2020-03-05,LTU,107.58,,130.11
2020-03-06,LTU,126.28,,160.11
2020-03-07,LTU,118.82,,154.24
2020-03-08,LTU,99.15,,102.21
2020-03-09,LTU,98.9,,106.61
2020-03-10,LTU,109.73,,121.21
2020-03-11,LTU,95.15,,101.45
2020-03-12,LTU,84.7,,88.89
2020-03-13,LTU,92.53,,98.36
2020-03-14,LTU,70.39,,59.88
2020-03-15,LTU,63.46,,58.12
2020-03-16,LTU,52.73,,44.17
2020-03-17,LTU,55.8,,51.72
2020-03-18,LTU,50.65,,50.55
2020-03-19,LTU,51.37,,48.2
2020-03-20,LTU,55.04,,52.91
2020-03-21,LTU,51.11,,41.93
2020-03-22,LTU,45.06,,38.47
2020-03-23,LTU,46.78,,35.98
2020-03-24,LTU,50.06,,42.73
2020-03-25,LTU,50.34,,45.9
2020-03-26,LTU,53.24,,46.81
2020-03-27,LTU,58.89,,53.3
2020-03-28,LTU,63.49,,55.77
2020-03-29,LTU,40.55,,32.29
2020-03-30,LTU,45.98,,36.46
2020-03-31,LTU,48.14,,39.1
2020-04-01,LTU,48.26,,35.72
2020-04-02,LTU,46.12,,32.78
2020-04-03,LTU,54.14,,36.35
2020-04-04,LTU,57.0,,42.42
2020-04-05,LTU,58.35,,47.46
2020-04-06,LTU,60.23,,54.07
2020-04-07,LTU,67.0,,61.27
2020-04-08,LTU,65.58,,58.61
2020-04-09,LTU,62.11,,50.24
2020-04-10,LTU,58.47,,52.0
2020-04-11,LTU,34.02,,37.65
2020-04-12,LTU,27.11,,30.03
2020-04-13,LTU,38.32,,31.9
2020-04-14,LTU,56.29,,40.01
2020-04-15,LTU,56.9,,41.11
2020-04-16,LTU,62.38,,44.37
2020-04-17,LTU,69.63,,59.71
2020-04-18,LTU,63.54,,51.89
2020-04-19,LTU,60.89,,50.47
2020-04-20,LTU,65.05,,49.5
2020-04-21,LTU,66.66,,59.0
2020-04-22,LTU,72.72,,66.29
2020-04-23,LTU,77.46,,66.18
2020-04-24,LTU,82.51,,70.4
2020-04-25,LTU,72.23,,67.73
2020-04-26,LTU,69.65,,60.82
2020-04-27,LTU,71.41,,68.27
2020-01-13,LUX,100.0,100.0,100.0
2020-01-14,LUX,98.06,96.05,108.38
2020-01-15,LUX,95.12,92.65,113.36
2020-01-16,LUX,103.03,97.1,118.44
2020-01-17,LUX,100.71,100.71,125.5
2020-01-18,LUX,87.19,94.58,115.08
2020-01-19,LUX,75.75,88.16,81.05
2020-01-20,LUX,96.94,94.54,104.85
2020-01-21,LUX,96.91,92.1,114.33
2020-01-22,LUX,95.07,95.55,109.12
2020-01-23,LUX,97.63,94.96,108.7
2020-01-24,LUX,100.48,106.51,129.82
2020-01-25,LUX,84.33,83.87,118.57
2020-01-26,LUX,73.95,83.96,74.39
2020-01-27,LUX,95.47,89.71,96.62
2020-01-28,LUX,95.18,87.61,101.59
2020-01-29,LUX,95.32,91.73,115.01
2020-01-30,LUX,95.53,93.95,110.65
2020-01-31,LUX,98.69,93.11,128.01
2020-02-01,LUX,87.22,99.03,124.01
2020-02-02,LUX,77.85,95.67,83.73
2020-02-03,LUX,96.56,96.56,108.15
2020-02-04,LUX,95.01,105.29,109.55
2020-02-05,LUX,99.11,94.96,122.46
2020-02-06,LUX,100.32,88.87,120.8
2020-02-07,LUX,100.54,97.1,135.64
2020-02-08,LUX,87.95,95.93,134.92
2020-02-09,LUX,69.59,76.27,70.42
2020-02-10,LUX,96.96,91.14,91.2
2020-02-11,LUX,102.13,90.21,106.02
2020-02-12,LUX,103.62,94.58,109.12
2020-02-13,LUX,101.41,95.63,109.8
2020-02-14,LUX,110.86,96.35,137.84
2020-02-15,LUX,89.15,96.14,127.75
2020-02-16,LUX,74.07,82.15,82.18
2020-02-17,LUX,89.04,106.05,101.19
2020-02-18,LUX,91.02,97.31,104.38
2020-02-19,LUX,87.1,94.29,109.57
2020-02-20,LUX,88.19,89.58,97.53
2020-02-21,LUX,100.62,94.88,117.2
2020-02-22,LUX,82.6,86.48,115.97
2020-02-23,LUX,72.98,85.59,71.61
2020-02-24,LUX,92.77,105.38,102.4
2020-02-25,LUX,94.01,97.1,107.15
2020-02-26,LUX,91.08,97.98,103.06
2020-02-27,LUX,137.89,109.37,104.47
2020-02-28,LUX,98.98,106.17,128.56
2020-02-29,LUX,89.82,104.49,121.63
2020-03-01,LUX,76.01,105.12,82.5
2020-03-02,LUX,96.58,114.95,98.07
2020-03-03,LUX,93.73,115.71,108.4
2020-03-04,LUX,96.23,118.14,108.17
2020-03-05,LUX,105.27,112.01,107.17
2020-03-06,LUX,97.48,115.08,120.69
2020-03-07,LUX,87.76,121.13,136.3
2020-03-08,LUX,73.26,98.03,73.74
2020-03-09,LUX,88.76,99.58,93.87
2020-03-10,LUX,89.18,87.15,92.22
2020-03-11,LUX,83.72,98.24,99.23
2020-03-12,LUX,74.98,75.85,89.39
2020-03-13,LUX,77.71,71.1,88.05
2020-03-14,LUX,53.82,57.03,76.54
2020-03-15,LUX,46.81,47.92,56.91
2020-03-16,LUX,57.07,41.96,60.87
2020-03-17,LUX,43.03,28.39,45.98
2020-03-18,LUX,33.2,20.29,38.24
2020-03-19,LUX,28.48,20.37,41.54
2020-03-20,LUX,26.93,18.56,38.77
2020-03-21,LUX,18.2,14.28,25.16
2020-03-22,LUX,18.43,13.31,33.05
2020-03-23,LUX,23.72,16.42,34.96
2020-03-24,LUX,23.6,13.65,33.47
2020-03-25,LUX,24.68,15.96,32.97
2020-03-26,LUX,24.33,12.81,32.41
2020-03-27,LUX,25.91,15.29,38.37
2020-03-28,LUX,22.38,16.8,40.6
2020-03-29,LUX,18.85,13.99,24.14
2020-03-30,LUX,24.77,16.55,30.73
2020-03-31,LUX,25.34,16.3,32.3
2020-04-01,LUX,26.12,14.95,35.69
2020-04-02,LUX,25.73,14.7,31.77
2020-04-03,LUX,26.81,12.31,34.6
2020-04-04,LUX,24.12,16.34,41.24
2020-04-05,LUX,23.27,13.36,45.66
2020-04-06,LUX,27.85,16.63,38.01
2020-04-07,LUX,28.18,17.14,43.41
2020-04-08,LUX,29.56,19.49,46.34
2020-04-09,LUX,30.05,21.08,47.32
2020-04-10,LUX,31.95,20.12,47.4
2020-04-11,LUX,27.54,20.24,51.15
2020-04-12,LUX,21.48,16.34,42.75
2020-04-13,LUX,22.79,14.57,38.79
2020-04-14,LUX,30.44,18.4,41.0
2020-04-15,LUX,30.74,20.83,41.28
2020-04-16,LUX,31.88,19.07,43.41
2020-04-17,LUX,33.99,18.73,44.11
2020-04-18,LUX,29.02,17.18,45.85
2020-04-19,LUX,30.16,17.05,48.53
2020-04-20,LUX,35.24,18.52,40.58
2020-04-21,LUX,38.63,20.62,39.18
2020-04-22,LUX,38.65,19.28,43.66
2020-04-23,LUX,39.6,17.47,44.58
2020-04-24,LUX,40.1,21.25,43.13
2020-04-25,LUX,34.56,23.27,49.21
2020-04-26,LUX,35.22,21.38,49.28
2020-04-27,LUX,47.34,22.43,42.07
2020-01-13,MYS,100.0,,100.0
2020-01-14,MYS,98.11,,97.46
2020-01-15,MYS,103.36,,100.35
2020-01-16,MYS,111.32,,110.03
2020-01-17,MYS,137.04,,130.19
2020-01-18,MYS,130.98,,125.64
2020-01-19,MYS,109.69,,104.91
2020-01-20,MYS,103.57,,103.77
2020-01-21,MYS,107.76,,104.65
2020-01-22,MYS,123.77,,111.72
2020-01-23,MYS,139.44,,119.97
2020-01-24,MYS,170.26,,137.01
2020-01-25,MYS,172.1,,155.33
2020-01-26,MYS,170.46,,143.07
2020-01-27,MYS,161.85,,127.42
2020-01-28,MYS,124.74,,106.25
2020-01-29,MYS,114.84,,108.2
2020-01-30,MYS,111.4,,100.54
2020-01-31,MYS,136.51,,106.83
2020-02-01,MYS,134.75,,109.2
2020-02-02,MYS,113.17,,92.89
2020-02-03,MYS,100.5,,85.64
2020-02-04,MYS,97.37,,84.2
2020-02-05,MYS,101.29,,84.98
2020-02-06,MYS,110.54,,96.91
2020-02-07,MYS,142.97,,112.09
2020-02-08,MYS,133.99,,112.14
2020-02-09,MYS,110.1,,89.74
2020-02-10,MYS,97.8,,84.0
2020-02-11,MYS,96.62,,83.27
2020-02-12,MYS,99.08,,84.75
2020-02-13,MYS,109.94,,93.33
2020-02-14,MYS,145.37,,116.58
2020-02-15,MYS,131.39,,106.73
2020-02-16,MYS,105.77,,84.19
2020-02-17,MYS,94.77,,76.85
2020-02-18,MYS,94.23,,78.7
2020-02-19,MYS,97.88,,80.09
2020-02-20,MYS,106.76,,83.48
2020-02-21,MYS,143.07,,105.24
2020-02-22,MYS,133.91,,107.95
2020-02-23,MYS,105.47,,82.94
2020-02-24,MYS,93.63,,75.28
2020-02-25,MYS,94.58,,72.55
2020-02-26,MYS,96.05,,75.24
2020-02-27,MYS,105.9,,84.43
2020-02-28,MYS,140.85,,106.87
2020-02-29,MYS,136.5,,106.84
2020-03-01,MYS,110.0,,84.0
2020-03-02,MYS,94.63,,73.62
2020-03-03,MYS,95.67,,73.59
2020-03-04,MYS,95.61,,73.58
2020-03-05,MYS,105.95,,77.07
2020-03-06,MYS,136.3,,97.61
2020-03-07,MYS,129.71,,95.76
2020-03-08,MYS,106.38,,75.18
2020-03-09,MYS,90.7,,68.38
2020-03-10,MYS,91.25,,64.65
2020-03-11,MYS,89.5,,65.93
2020-03-12,MYS,99.06,,70.2
2020-03-13,MYS,134.25,,91.48
2020-03-14,MYS,129.68,,85.02
2020-03-15,MYS,104.7,,67.0
2020-03-16,MYS,86.46,,55.43
2020-03-17,MYS,90.92,,45.64
2020-03-18,MYS,53.59,,33.84
2020-03-19,MYS,42.91,,29.35
2020-03-20,MYS,38.97,,26.67
2020-03-21,MYS,30.57,,22.09
2020-03-22,MYS,29.76,,20.34
2020-03-23,MYS,31.21,,22.39
2020-03-24,MYS,33.71,,22.8
2020-03-25,MYS,36.93,,25.76
2020-03-26,MYS,38.08,,26.88
2020-03-27,MYS,37.34,,27.04
2020-03-28,MYS,36.99,,27.02
2020-03-29,MYS,38.89,,27.05
2020-03-30,MYS,39.79,,27.15
2020-03-31,MYS,40.13,,28.61
2020-04-01,MYS,43.42,,31.08
2020-04-02,MYS,41.79,,30.8
2020-04-03,MYS,40.82,,29.62
2020-04-04,MYS,39.58,,29.88
2020-04-05,MYS,42.85,,32.08
2020-04-06,MYS,43.92,,32.44
2020-04-07,MYS,44.78,,33.69
2020-04-08,MYS,44.28,,34.39
2020-04-09,MYS,45.31,,34.26
2020-04-10,MYS,47.51,,36.05
2020-04-11,MYS,47.19,,36.58
2020-04-12,MYS,48.76,,36.18
2020-04-13,MYS,49.93,,38.56
2020-04-14,MYS,51.2,,39.06
2020-04-15,MYS,51.14,,40.18
2020-04-16,MYS,51.26,,37.5
2020-04-17,MYS,49.56,,37.94
2020-04-18,MYS,45.61,,35.0
2020-04-19,MYS,46.77,,35.87
2020-04-20,MYS,47.85,,35.09
2020-04-21,MYS,49.66,,37.18
2020-04-22,MYS,49.73,,38.21
2020-04-23,MYS,42.23,,30.89
2020-04-24,MYS,48.74,,38.33
2020-04-25,MYS,51.66,,43.91
2020-04-26,MYS,55.06,,43.44
2020-04-27,MYS,55.2,,44.28
alternative_name,MEX,México,México,México
2020-01-13,MEX,100.0,100.0,100.0
2020-01-14,MEX,100.53,100.05,102.15
2020-01-15,MEX,102.35,100.15,105.42
2020-01-16,MEX,106.06,101.98,107.62
2020-01-17,MEX,127.97,110.88,127.85
2020-01-18,MEX,134.25,96.82,135.02
2020-01-19,MEX,93.02,77.79,87.85
2020-01-20,MEX,99.86,99.28,100.97
2020-01-21,MEX,98.24,98.72,101.37
2020-01-22,MEX,98.54,98.51,101.64
2020-01-23,MEX,103.06,101.45,105.31
2020-01-24,MEX,125.88,109.94,125.38
2020-01-25,MEX,132.98,97.91,136.68
2020-01-26,MEX,91.64,76.61,90.47
2020-01-27,MEX,95.34,95.72,97.69
2020-01-28,MEX,95.59,96.48,97.0
2020-01-29,MEX,97.85,96.5,97.43
2020-01-30,MEX,103.95,98.53,103.85
2020-01-31,MEX,131.82,111.68,125.87
2020-02-01,MEX,138.16,93.02,136.75
2020-02-02,MEX,97.29,68.97,98.29
2020-02-03,MEX,92.83,77.51,84.11
2020-02-04,MEX,97.7,94.93,98.39
2020-02-05,MEX,96.65,96.12,97.86
2020-02-06,MEX,102.16,99.74,104.94
2020-02-07,MEX,123.82,111.23,125.62
2020-02-08,MEX,132.78,101.97,135.29
2020-02-09,MEX,91.93,79.59,90.55
2020-02-10,MEX,98.9,96.97,99.0
2020-02-11,MEX,101.42,97.32,102.93
2020-02-12,MEX,103.35,98.71,105.61
2020-02-13,MEX,114.35,103.8,115.16
2020-02-14,MEX,152.62,115.75,152.47
2020-02-15,MEX,148.02,106.37,154.55
2020-02-16,MEX,103.95,82.76,107.0
2020-02-17,MEX,104.15,99.33,108.47
2020-02-18,MEX,103.08,98.87,105.64
2020-02-19,MEX,104.29,99.54,106.04
2020-02-20,MEX,109.57,101.83,113.14
2020-02-21,MEX,135.59,118.52,138.41
2020-02-22,MEX,146.51,118.07,155.14
2020-02-23,MEX,104.9,89.77,109.27
2020-02-24,MEX,101.38,98.62,103.58
2020-02-25,MEX,99.87,97.37,101.79
2020-02-26,MEX,100.1,94.41,100.35
2020-02-27,MEX,103.94,101.61,108.48
2020-02-28,MEX,131.15,113.27,132.13
2020-02-29,MEX,141.72,103.91,145.41
2020-03-01,MEX,96.36,76.32,96.7
2020-03-02,MEX,94.55,93.0,100.09
2020-03-03,MEX,96.33,95.62,101.21
2020-03-04,MEX,98.55,94.23,102.31
2020-03-05,MEX,103.76,97.72,108.38
2020-03-06,MEX,129.77,111.96,131.06
2020-03-07,MEX,142.61,103.79,144.5
2020-03-08,MEX,96.45,76.99,105.88
2020-03-09,MEX,82.96,74.38,87.91
2020-03-10,MEX,98.22,93.47,101.1
2020-03-11,MEX,99.53,99.59,104.8
2020-03-12,MEX,102.63,96.81,109.64
2020-03-13,MEX,132.65,105.55,130.03
2020-03-14,MEX,142.31,87.97,138.81
2020-03-15,MEX,97.35,60.9,96.3
2020-03-16,MEX,80.27,61.03,72.48
2020-03-17,MEX,75.86,68.63,79.45
2020-03-18,MEX,68.46,58.78,70.54
2020-03-19,MEX,65.28,54.03,64.42
2020-03-20,MEX,69.84,49.89,63.61
2020-03-21,MEX,62.58,40.13,54.03
2020-03-22,MEX,41.83,31.55,35.34
2020-03-23,MEX,46.66,35.65,42.18
2020-03-24,MEX,44.21,34.12,39.17
2020-03-25,MEX,42.82,32.68,37.89
2020-03-26,MEX,44.2,31.48,38.09
2020-03-27,MEX,49.05,31.83,41.23
2020-03-28,MEX,49.65,29.4,40.9
2020-03-29,MEX,35.04,25.33,27.96
2020-03-30,MEX,41.52,28.12,35.99
2020-03-31,MEX,41.5,28.1,36.18
2020-04-01,MEX,41.39,27.32,35.03
2020-04-02,MEX,41.34,25.55,34.98
2020-04-03,MEX,46.09,25.87,37.98
2020-04-04,MEX,45.68,24.4,37.09
2020-04-05,MEX,33.35,22.13,26.25
2020-04-06,MEX,39.47,24.66,33.99
2020-04-07,MEX,40.31,24.84,34.79
2020-04-08,MEX,42.44,24.9,35.21
2020-04-09,MEX,38.8,22.66,30.98
2020-04-10,MEX,35.13,21.23,27.94
2020-04-11,MEX,37.77,21.08,30.28
2020-04-12,MEX,32.18,22.5,25.26
2020-04-13,MEX,39.94,26.55,34.44
2020-04-14,MEX,40.05,25.44,34.91
2020-04-15,MEX,41.18,25.0,36.02
2020-04-16,MEX,41.56,24.36,35.14
2020-04-17,MEX,47.31,24.24,39.2
2020-04-18,MEX,47.11,22.67,38.2
2020-04-19,MEX,35.21,21.71,27.75
2020-04-20,MEX,41.68,24.57,35.34
2020-04-21,MEX,40.67,24.48,34.81
2020-04-22,MEX,41.72,23.46,35.61
2020-04-23,MEX,42.08,23.74,35.85
2020-04-24,MEX,46.53,22.97,38.31
2020-04-25,MEX,47.25,21.8,38.83
2020-04-26,MEX,35.53,21.89,28.24
2020-04-27,MEX,41.58,24.9,35.63
alternative_name,MAR,المملكة المغربية,,المملكة المغربية
2020-01-13,MAR,100.0,,100.0
2020-01-14,MAR,99.8,,101.91
2020-01-15,MAR,101.5,,105.99
2020-01-16,MAR,108.9,,109.61
2020-01-17,MAR,121.4,,125.7
2020-01-18,MAR,143.32,,129.57
2020-01-19,MAR,131.57,,121.68
2020-01-20,MAR,125.79,,125.45
2020-01-21,MAR,130.38,,130.9
2020-01-22,MAR,135.43,,133.42
2020-01-23,MAR,135.24,,125.68
2020-01-24,MAR,140.48,,135.62
2020-01-25,MAR,146.61,,145.52
2020-01-26,MAR,131.6,,132.82
2020-01-27,MAR,106.67,,120.43
2020-01-28,MAR,104.64,,122.29
2020-01-29,MAR,105.64,,119.54
2020-01-30,MAR,105.87,,122.96
2020-01-31,MAR,114.12,,131.79
2020-02-01,MAR,134.8,,151.16
2020-02-02,MAR,125.96,,139.04
2020-02-03,MAR,107.51,,127.4
2020-02-04,MAR,107.27,,123.33
2020-02-05,MAR,113.29,,126.72
2020-02-06,MAR,109.6,,123.27
2020-02-07,MAR,121.23,,145.58
2020-02-08,MAR,140.21,,155.46
2020-02-09,MAR,130.78,,146.32
2020-02-10,MAR,110.68,,134.8
2020-02-11,MAR,110.07,,135.39
2020-02-12,MAR,114.3,,138.1
2020-02-13,MAR,113.72,,133.02
2020-02-14,MAR,128.88,,148.83
2020-02-15,MAR,146.06,,165.91
2020-02-16,MAR,129.27,,146.49
2020-02-17,MAR,117.5,,142.79
2020-02-18,MAR,119.15,,138.71
2020-02-19,MAR,118.34,,154.04
2020-02-20,MAR,121.35,,148.54
2020-02-21,MAR,127.93,,155.77
2020-02-22,MAR,144.15,,158.91
2020-02-23,MAR,134.85,,148.26
2020-02-24,MAR,113.4,,137.04
2020-02-25,MAR,114.4,,142.59
2020-02-26,MAR,114.98,,139.29
2020-02-27,MAR,117.64,,146.4
2020-02-28,MAR,132.97,,156.91
2020-02-29,MAR,145.77,,176.63
2020-03-01,MAR,135.07,,145.2
2020-03-02,MAR,108.98,,141.07
2020-03-03,MAR,108.42,,135.18
2020-03-04,MAR,114.44,,135.89
2020-03-05,MAR,109.68,,138.59
2020-03-06,MAR,124.89,,144.35
2020-03-07,MAR,137.16,,158.77
2020-03-08,MAR,122.44,,142.56
2020-03-09,MAR,103.66,,131.89
2020-03-10,MAR,103.35,,126.0
2020-03-11,MAR,102.38,,126.08
2020-03-12,MAR,96.79,,117.3
2020-03-13,MAR,98.86,,107.25
2020-03-14,MAR,100.34,,94.22
2020-03-15,MAR,74.76,,71.97
2020-03-16,MAR,60.04,,49.74
2020-03-17,MAR,47.18,,37.18
2020-03-18,MAR,41.46,,23.08
2020-03-19,MAR,34.18,,19.55
2020-03-20,MAR,30.68,,17.8
2020-03-21,MAR,17.58,,13.69
2020-03-22,MAR,14.92,,11.19
2020-03-23,MAR,16.38,,12.45
2020-03-24,MAR,15.65,,13.52
2020-03-25,MAR,16.0,,13.53
2020-03-26,MAR,15.28,,14.21
2020-03-27,MAR,15.79,,13.71
2020-03-28,MAR,13.43,,12.97
2020-03-29,MAR,13.29,,13.11
2020-03-30,MAR,16.03,,14.92
2020-03-31,MAR,16.51,,14.18
2020-04-01,MAR,16.11,,15.24
2020-04-02,MAR,16.09,,15.3
2020-04-03,MAR,16.32,,15.35
2020-04-04,MAR,16.83,,14.7
2020-04-05,MAR,13.94,,13.41
2020-04-06,MAR,16.13,,14.07
2020-04-07,MAR,16.87,,15.65
2020-04-08,MAR,17.35,,15.72
2020-04-09,MAR,16.76,,15.99
2020-04-10,MAR,17.62,,16.81
2020-04-11,MAR,16.1,,15.49
2020-04-12,MAR,16.78,,14.92
2020-04-13,MAR,18.45,,16.81
2020-04-14,MAR,17.09,,14.54
2020-04-15,MAR,17.91,,16.34
2020-04-16,MAR,17.13,,15.46
2020-04-17,MAR,17.69,,15.16
2020-04-18,MAR,17.94,,15.09
2020-04-19,MAR,16.81,,14.86
2020-04-20,MAR,21.17,,16.8
2020-04-21,MAR,19.68,,17.76
2020-04-22,MAR,21.0,,17.46
2020-04-23,MAR,20.43,,17.0
2020-04-24,MAR,19.85,,16.39
2020-04-25,MAR,15.74,,13.66
2020-04-26,MAR,13.84,,12.86
2020-04-27,MAR,17.6,,14.98
alternative_name,NLD,Nederland,Nederland,Nederland
2020-01-13,NLD,100.0,100.0,100.0
2020-01-14,NLD,103.22,100.13,101.71
2020-01-15,NLD,103.86,101.53,104.92
2020-01-16,NLD,103.99,102.6,115.64
2020-01-17,NLD,104.6,111.68,132.95
2020-01-18,NLD,98.09,111.47,149.99
2020-01-19,NLD,91.46,101.94,109.48
2020-01-20,NLD,101.94,100.32,101.92
2020-01-21,NLD,107.74,101.05,103.35
2020-01-22,NLD,105.82,101.38,106.14
2020-01-23,NLD,104.79,103.56,114.19
2020-01-24,NLD,106.71,116.13,137.95
2020-01-25,NLD,102.15,115.33,155.52
2020-01-26,NLD,93.28,105.83,111.74
2020-01-27,NLD,103.13,103.27,102.96
2020-01-28,NLD,105.18,104.24,101.59
2020-01-29,NLD,103.2,104.94,109.04
2020-01-30,NLD,108.34,112.14,122.62
2020-01-31,NLD,110.37,123.18,149.04
2020-02-01,NLD,104.67,122.75,164.12
2020-02-02,NLD,93.48,113.56,108.16
2020-02-03,NLD,103.73,110.63,110.42
2020-02-04,NLD,106.01,109.12,108.42
2020-02-05,NLD,103.7,108.95,115.65
2020-02-06,NLD,103.94,111.71,123.51
2020-02-07,NLD,113.46,125.36,150.22
2020-02-08,NLD,105.38,121.21,163.1
2020-02-09,NLD,85.26,107.59,84.16
2020-02-10,NLD,110.01,113.55,100.49
2020-02-11,NLD,107.62,110.37,102.8
2020-02-12,NLD,107.78,106.84,107.44
2020-02-13,NLD,113.83,117.97,115.03
2020-02-14,NLD,115.13,128.68,159.45
2020-02-15,NLD,104.1,131.35,173.3
2020-02-16,NLD,90.25,124.8,107.28
2020-02-17,NLD,103.31,124.77,121.14
2020-02-18,NLD,105.4,122.8,123.59
2020-02-19,NLD,107.01,120.26,122.76
2020-02-20,NLD,108.99,122.46,125.42
2020-02-21,NLD,112.11,124.53,151.38
2020-02-22,NLD,96.06,125.87,162.91
2020-02-23,NLD,82.67,113.82,108.58
2020-02-24,NLD,98.0,118.06,109.45
2020-02-25,NLD,97.72,112.27,116.34
2020-02-26,NLD,100.9,112.03,112.23
2020-02-27,NLD,104.21,117.38,119.4
2020-02-28,NLD,108.37,125.76,141.52
2020-02-29,NLD,97.85,116.19,151.18
2020-03-01,NLD,90.24,102.7,102.77
2020-03-02,NLD,103.68,105.51,96.27
2020-03-03,NLD,104.03,101.49,106.79
2020-03-04,NLD,104.96,102.39,110.59
2020-03-05,NLD,106.67,108.89,113.29
2020-03-06,NLD,110.76,122.02,143.41
2020-03-07,NLD,105.36,119.53,167.19
2020-03-08,NLD,91.72,101.4,103.37
2020-03-09,NLD,97.44,98.01,97.6
2020-03-10,NLD,94.05,94.36,92.04
2020-03-11,NLD,92.55,90.51,99.58
2020-03-12,NLD,79.19,77.33,90.87
2020-03-13,NLD,72.71,69.44,92.53
2020-03-14,NLD,64.97,61.84,99.74
2020-03-15,NLD,48.64,43.19,58.43
2020-03-16,NLD,51.11,32.44,49.53
2020-03-17,NLD,50.11,27.85,48.93
2020-03-18,NLD,49.11,24.39,47.0
2020-03-19,NLD,48.39,22.51,44.0
2020-03-20,NLD,50.67,22.32,46.25
2020-03-21,NLD,46.13,21.25,49.64
2020-03-22,NLD,39.0,18.55,40.46
2020-03-23,NLD,43.76,19.1,38.98
2020-03-24,NLD,45.23,19.48,42.29
2020-03-25,NLD,47.52,20.08,45.95
2020-03-26,NLD,48.49,20.37,46.73
2020-03-27,NLD,52.28,20.62,53.62
2020-03-28,NLD,46.08,19.38,48.68
2020-03-29,NLD,39.1,17.62,33.84
2020-03-30,NLD,46.02,20.2,38.51
2020-03-31,NLD,49.34,20.92,46.83
2020-04-01,NLD,50.44,20.01,47.29
2020-04-02,NLD,51.58,20.18,46.78
2020-04-03,NLD,53.67,20.15,51.5
2020-04-04,NLD,48.4,19.57,55.91
2020-04-05,NLD,46.06,21.01,52.63
2020-04-06,NLD,51.96,22.29,50.98
2020-04-07,NLD,54.64,22.87,56.45
2020-04-08,NLD,58.08,22.99,61.26
2020-04-09,NLD,59.73,23.53,62.25
2020-04-10,NLD,61.7,23.4,68.38
2020-04-11,NLD,52.61,21.61,63.14
2020-04-12,NLD,38.99,19.9,46.45
2020-04-13,NLD,47.64,22.26,42.18
2020-04-14,NLD,53.81,23.22,46.84
2020-04-15,NLD,58.3,24.5,57.84
2020-04-16,NLD,60.18,24.49,60.64
2020-04-17,NLD,61.96,23.6,62.05
2020-04-18,NLD,54.33,21.68,56.28
2020-04-19,NLD,53.46,23.8,58.16
2020-04-20,NLD,58.88,25.58,55.0
2020-04-21,NLD,60.3,24.69,57.65
2020-04-22,NLD,64.27,26.53,64.8
