date,country,apl-driving,apl-transit,apl-walking
2020-02-05,EST,105.88,115.55,120.6
2020-02-06,EST,118.7,113.34,127.69
2020-02-07,EST,152.49,132.93,196.82
2020-02-08,EST,146.04,117.3,220.8
2020-02-09,EST,118.64,113.16,123.63
2020-02-10,EST,105.78,117.25,119.17
2020-02-11,EST,110.9,120.1,130.58
2020-02-12,EST,115.29,120.33,134.71
2020-02-13,EST,125.22,122.13,150.6
2020-02-14,EST,158.9,136.25,229.51
2020-02-15,EST,156.51,122.03,219.01
2020-02-16,EST,132.21,111.45,154.76
2020-02-17,EST,121.16,135.19,171.89
2020-02-18,EST,120.55,124.33,167.24
2020-02-19,EST,126.22,128.38,171.89
2020-02-20,EST,134.37,131.65,189.11
2020-02-21,EST,150.88,136.75,194.57
2020-02-22,EST,141.36,113.11,169.81
2020-02-23,EST,122.6,103.17,164.25
2020-02-24,EST,121.06,122.95,146.77
2020-02-25,EST,127.19,148.39,175.53
2020-02-26,EST,123.42,137.03,154.53
2020-02-27,EST,123.3,140.98,175.07
2020-02-28,EST,133.53,131.46,188.3
2020-02-29,EST,129.93,112.47,185.28
2020-03-01,EST,103.6,94.34,109.68
2020-03-02,EST,100.78,112.28,117.16
2020-03-03,EST,101.86,113.75,115.63
2020-03-04,EST,109.48,113.85,108.64
2020-03-05,EST,116.67,125.62,137.73
2020-03-06,EST,144.04,142.82,186.29
2020-03-07,EST,146.29,114.67,214.04
2020-03-08,EST,125.54,100.09,143.26
2020-03-09,EST,106.44,111.36,121.16
2020-03-10,EST,105.48,104.23,120.7
2020-03-11,EST,103.96,110.53,110.63
2020-03-12,EST,86.54,84.68,95.06
2020-03-13,EST,87.46,74.33,100.32
2020-03-14,EST,81.09,56.95,82.78
2020-03-15,EST,71.3,41.08,64.93
2020-03-16,EST,60.41,39.19,48.13
2020-03-17,EST,63.05,38.22,56.22
2020-03-18,EST,55.28,34.77,44.75
2020-03-19,EST,64.73,38.59,62.43
2020-03-20,EST,71.37,39.14,71.92
2020-03-21,EST,64.32,34.22,57.43
2020-03-22,EST,67.7,34.82,67.11
2020-03-23,EST,62.64,37.4,54.79
2020-03-24,EST,61.09,37.17,56.87
2020-03-25,EST,62.33,37.03,53.1
2020-03-26,EST,61.88,32.75,57.36
2020-03-27,EST,63.68,27.32,61.33
2020-03-28,EST,71.24,30.27,64.54
2020-03-29,EST,56.55,26.49,46.86
2020-03-30,EST,52.04,26.77,39.42
2020-03-31,EST,56.81,27.64,42.93
2020-04-01,EST,59.1,30.04,46.77
2020-04-02,EST,60.72,30.22,45.17
2020-04-03,EST,61.06,29.76,44.85
2020-04-04,EST,71.44,30.73,59.18
2020-04-05,EST,71.46,29.71,67.08
2020-04-06,EST,72.4,35.74,68.22
2020-04-07,EST,80.76,32.38,71.63
2020-04-08,EST,80.47,35.46,70.69
2020-04-09,EST,77.54,34.91,62.95
2020-04-10,EST,81.8,39.74,65.19
2020-04-11,EST,75.42,31.88,66.62
2020-04-12,EST,56.71,26.36,36.01
2020-04-13,EST,71.93,35.05,52.03
2020-04-14,EST,68.59,31.65,50.7
2020-04-15,EST,70.41,29.02,48.52
2020-04-16,EST,70.06,30.45,44.39
2020-04-17,EST,82.2,32.75,70.95
2020-04-18,EST,89.02,33.21,67.08
2020-04-19,EST,80.05,33.99,62.63
2020-04-20,EST,83.79,43.51,74.13
2020-04-21,EST,93.81,47.15,84.21
2020-04-22,EST,98.3,45.26,91.42
2020-04-23,EST,99.72,40.8,87.88
2020-04-24,EST,98.27,41.49,77.58
2020-04-25,EST,92.93,37.99,72.54
2020-04-26,EST,84.26,40.29,70.0
2020-04-27,EST,86.85,41.31,66.95
alternative_name,FIN,Suomi,Suomi,Suomi
2020-01-13,FIN,100.0,100.0,100.0
2020-01-14,FIN,102.42,98.58,96.91
2020-01-15,FIN,105.41,99.52,101.01
2020-01-16,FIN,104.46,101.67,104.8
2020-01-17,FIN,117.78,104.5,112.42
2020-01-18,FIN,120.16,101.66,112.51
2020-01-19,FIN,112.58,98.45,90.11
2020-01-20,FIN,100.97,101.21,99.27
2020-01-21,FIN,103.11,101.75,99.25
2020-01-22,FIN,103.27,99.77,100.64
2020-01-23,FIN,103.37,102.42,102.29
2020-01-24,FIN,119.02,104.24,112.82
2020-01-25,FIN,119.09,98.82,118.59
2020-01-26,FIN,110.2,95.71,88.15
2020-01-27,FIN,97.3,99.14,88.29
2020-01-28,FIN,102.31,104.02,93.69
2020-01-29,FIN,103.05,100.54,96.89
2020-01-30,FIN,103.3,97.82,96.88
2020-01-31,FIN,121.3,103.22,113.66
2020-02-01,FIN,118.69,98.45,110.28
2020-02-02,FIN,112.36,94.66,88.05
2020-02-03,FIN,101.01,101.87,95.61
2020-02-04,FIN,103.31,101.12,98.57
2020-02-05,FIN,103.1,100.18,101.36
2020-02-06,FIN,105.07,103.84,99.76
2020-02-07,FIN,125.1,103.94,112.11
2020-02-08,FIN,125.04,108.63,119.42
2020-02-09,FIN,112.75,96.66,85.15
2020-02-10,FIN,102.38,102.2,92.14
2020-02-11,FIN,104.23,103.67,103.36
2020-02-12,FIN,108.16,99.12,102.25
2020-02-13,FIN,114.97,105.19,120.51
2020-02-14,FIN,135.6,109.69,121.65
2020-02-15,FIN,138.63,106.41,111.39
2020-02-16,FIN,117.3,101.88,79.1
2020-02-17,FIN,108.23,104.08,95.11
2020-02-18,FIN,111.13,102.87,103.72
2020-02-19,FIN,115.39,108.97,106.41
2020-02-20,FIN,116.04,101.71,100.89
2020-02-21,FIN,134.8,109.29,109.28
2020-02-22,FIN,141.73,109.47,103.71
2020-02-23,FIN,122.31,102.06,94.74
2020-02-24,FIN,111.17,105.78,102.21
2020-02-25,FIN,111.63,104.75,107.1
2020-02-26,FIN,115.06,110.93,107.46
2020-02-27,FIN,116.1,106.48,105.78
2020-02-28,FIN,134.01,111.4,116.57
2020-02-29,FIN,135.92,106.69,120.73
2020-03-01,FIN,114.53,98.55,80.62
2020-03-02,FIN,106.14,104.77,97.4
2020-03-03,FIN,107.21,98.28,99.25
2020-03-04,FIN,107.62,101.41,90.1
2020-03-05,FIN,109.68,98.89,97.26
2020-03-06,FIN,127.47,109.1,120.2
2020-03-07,FIN,127.69,101.52,120.0
2020-03-08,FIN,114.36,96.95,92.45
2020-03-09,FIN,99.3,91.68,91.69
2020-03-10,FIN,99.82,94.49,86.45
2020-03-11,FIN,98.53,89.5,84.57
2020-03-12,FIN,86.92,76.09,82.82
2020-03-13,FIN,91.48,73.06,78.52
2020-03-14,FIN,91.77,66.01,79.46
2020-03-15,FIN,79.93,58.61,61.04
2020-03-16,FIN,69.2,59.47,59.95
2020-03-17,FIN,66.72,47.36,55.71
2020-03-18,FIN,67.71,44.37,59.53
2020-03-19,FIN,71.84,45.37,64.98
2020-03-20,FIN,81.0,43.31,65.1
2020-03-21,FIN,75.7,37.65,59.87
2020-03-22,FIN,72.88,41.99,59.37
2020-03-23,FIN,66.03,38.71,56.94
2020-03-24,FIN,66.46,39.38,60.08
2020-03-25,FIN,68.8,35.61,59.56
2020-03-26,FIN,73.21,36.88,64.57
2020-03-27,FIN,75.92,34.97,66.85
2020-03-28,FIN,72.23,35.76,69.55
2020-03-29,FIN,68.49,38.39,61.07
2020-03-30,FIN,67.71,38.45,59.04
2020-03-31,FIN,68.26,38.27,55.83
2020-04-01,FIN,71.48,36.03,65.26
2020-04-02,FIN,70.79,36.93,59.47
2020-04-03,FIN,71.94,36.16,57.82
2020-04-04,FIN,73.12,34.47,70.28
2020-04-05,FIN,73.74,36.11,71.09
2020-04-06,FIN,73.07,39.23,69.57
2020-04-07,FIN,75.52,36.31,70.32
2020-04-08,FIN,80.18,38.51,75.25
2020-04-09,FIN,83.39,35.48,70.02
2020-04-10,FIN,76.81,37.96,68.27
2020-04-11,FIN,76.06,34.02,70.36
2020-04-12,FIN,54.91,32.26,40.75
2020-04-13,FIN,74.72,41.28,66.49
2020-04-14,FIN,72.53,39.78,59.72
2020-04-15,FIN,75.78,39.22,61.18
2020-04-16,FIN,76.8,36.5,61.08
2020-04-17,FIN,88.83,40.39,70.16
2020-04-18,FIN,87.21,37.89,77.97
2020-04-19,FIN,86.59,42.44,80.01
2020-04-20,FIN,84.52,46.86,78.78
2020-04-21,FIN,93.02,49.01,96.17
2020-04-22,FIN,90.86,44.39,83.97
2020-04-23,FIN,90.33,47.3,83.75
2020-04-24,FIN,98.01,41.18,73.4
2020-04-25,FIN,84.5,41.4,69.58
2020-04-26,FIN,90.16,47.09,77.01
2020-04-27,FIN,88.14,45.52,79.51
2020-01-13,FRA,100.0,100.0,100.0
2020-01-14,FRA,101.6,100.31,105.95
2020-01-15,FRA,104.67,102.48,108.49
2020-01-16,FRA,107.25,103.75,121.22
2020-01-17,FRA,112.07,106.97,117.98
2020-01-18,FRA,114.84,111.44,135.17
2020-01-19,FRA,93.4,93.29,79.07
2020-01-20,FRA,94.67,97.27,86.45
2020-01-21,FRA,94.52,97.37,90.11
2020-01-22,FRA,97.84,101.6,91.4
2020-01-23,FRA,98.36,98.73,95.75
2020-01-24,FRA,111.42,102.88,112.71
2020-01-25,FRA,109.7,108.67,117.06
2020-01-26,FRA,87.85,86.82,66.53
2020-01-27,FRA,91.22,93.38,77.64
2020-01-28,FRA,92.87,96.84,84.94
2020-01-29,FRA,97.88,102.13,95.11
2020-01-30,FRA,97.18,102.44,93.85
2020-01-31,FRA,107.43,114.36,108.5
2020-02-01,FRA,114.7,125.0,126.17
2020-02-02,FRA,91.31,96.52,70.78
2020-02-03,FRA,93.45,99.2,83.3
2020-02-04,FRA,93.89,100.43,86.31
2020-02-05,FRA,99.17,107.64,94.07
2020-02-06,FRA,99.49,106.75,99.16
2020-02-07,FRA,110.43,115.25,106.88
2020-02-08,FRA,117.24,115.65,117.98
2020-02-09,FRA,89.9,96.23,66.62
2020-02-10,FRA,94.95,105.43,80.08
2020-02-11,FRA,95.69,105.21,86.83
2020-02-12,FRA,99.98,109.02,93.75
2020-02-13,FRA,101.41,111.95,95.63
2020-02-14,FRA,118.69,119.97,117.96
2020-02-15,FRA,126.61,117.34,126.34
2020-02-16,FRA,96.71,101.79,74.44
2020-02-17,FRA,100.32,118.54,86.9
2020-02-18,FRA,100.83,118.54,95.91
2020-02-19,FRA,102.03,116.32,94.03
2020-02-20,FRA,104.31,118.49,99.23
2020-02-21,FRA,118.42,125.78,108.42
2020-02-22,FRA,127.73,127.21,120.95
2020-02-23,FRA,97.72,108.53,75.84
2020-02-24,FRA,99.66,115.31,88.4
2020-02-25,FRA,99.4,115.9,89.42
2020-02-26,FRA,100.49,120.41,90.61
2020-02-27,FRA,99.76,121.51,90.86
2020-02-28,FRA,110.5,132.46,106.25
2020-02-29,FRA,111.85,132.41,109.99
2020-03-01,FRA,87.03,100.53,61.23
2020-03-02,FRA,90.07,104.69,73.5
2020-03-03,FRA,92.79,106.87,83.57
2020-03-04,FRA,95.13,109.26,82.79
2020-03-05,FRA,95.6,111.99,83.03
2020-03-06,FRA,104.21,121.29,98.34
2020-03-07,FRA,107.37,124.75,112.37
2020-03-08,FRA,83.78,95.36,61.73
2020-03-09,FRA,86.66,97.3,72.76
2020-03-10,FRA,88.19,98.7,77.48
2020-03-11,FRA,90.42,104.31,84.66
2020-03-12,FRA,82.45,92.11,79.25
2020-03-13,FRA,83.06,85.57,79.32
2020-03-14,FRA,77.54,74.08,75.85
2020-03-15,FRA,52.76,42.55,39.6
2020-03-16,FRA,56.5,32.84,31.2
2020-03-17,FRA,31.7,16.57,18.24
2020-03-18,FRA,23.05,13.58,17.24
2020-03-19,FRA,22.4,12.71,18.13
2020-03-20,FRA,21.2,12.29,15.84
2020-03-21,FRA,16.23,10.75,12.37
2020-03-22,FRA,15.33,10.31,10.7
2020-03-23,FRA,22.36,12.06,17.67
2020-03-24,FRA,22.54,12.06,17.57
2020-03-25,FRA,22.2,11.75,16.13
2020-03-26,FRA,22.05,11.58,15.08
2020-03-27,FRA,21.83,11.23,14.87
2020-03-28,FRA,18.44,11.07,14.26
2020-03-29,FRA,17.2,10.66,10.44
2020-03-30,FRA,22.89,11.96,12.95
2020-03-31,FRA,23.74,12.04,14.09
2020-04-01,FRA,23.86,11.92,14.68
2020-04-02,FRA,24.15,11.87,14.64
2020-04-03,FRA,23.5,11.56,15.13
2020-04-04,FRA,19.72,10.7,14.93
2020-04-05,FRA,19.61,11.25,14.45
2020-04-06,FRA,25.69,12.6,14.9
2020-04-07,FRA,26.27,12.49,16.18
2020-04-08,FRA,26.46,12.2,16.23
2020-04-09,FRA,26.9,12.1,16.66
2020-04-10,FRA,26.58,12.25,17.09
2020-04-11,FRA,21.66,11.43,15.5
2020-04-12,FRA,17.91,10.56,12.49
2020-04-13,FRA,21.83,12.25,13.84
2020-04-14,FRA,30.2,13.68,17.36
2020-04-15,FRA,30.76,13.56,18.07
2020-04-16,FRA,31.09,13.78,18.22
2020-04-17,FRA,30.44,13.92,18.3
2020-04-18,FRA,24.49,12.55,15.95
2020-04-19,FRA,23.65,12.96,13.91
2020-04-20,FRA,32.28,14.91,17.37
2020-04-21,FRA,33.3,15.76,18.56
2020-04-22,FRA,33.86,15.49,19.22
2020-04-23,FRA,34.29,15.34,19.68
2020-04-24,FRA,32.44,14.68,18.93
2020-04-25,FRA,26.22,13.58,17.08
2020-04-26,FRA,26.32,14.11,16.18
2020-04-27,FRA,34.69,16.11,17.7
alternative_name,DEU,Deutschland,Deutschland,Deutschland
2020-01-13,DEU,100.0,100.0,100.0
2020-01-14,DEU,101.31,102.85,104.04
2020-01-15,DEU,102.82,102.41,107.18
2020-01-16,DEU,104.61,105.37,110.76
2020-01-17,DEU,114.38,114.32,124.13
2020-01-18,DEU,109.65,116.37,137.91
2020-01-19,DEU,103.81,102.26,91.01
2020-01-20,DEU,100.54,99.42,99.26
2020-01-21,DEU,102.9,101.25,102.36
2020-01-22,DEU,102.65,100.44,100.62
2020-01-23,DEU,102.61,103.03,104.64
2020-01-24,DEU,112.68,111.85,119.37
2020-01-25,DEU,108.85,117.24,135.62
2020-01-26,DEU,102.26,99.33,89.33
2020-01-27,DEU,101.93,101.54,99.07
2020-01-28,DEU,105.2,101.07,98.48
2020-01-29,DEU,102.84,99.92,99.88
2020-01-30,DEU,105.23,102.77,106.28
2020-01-31,DEU,119.14,113.42,127.99
2020-02-01,DEU,115.73,115.02,139.86
2020-02-02,DEU,106.1,104.64,91.42
2020-02-03,DEU,105.13,104.37,104.16
2020-02-04,DEU,107.72,104.7,105.5
2020-02-05,DEU,106.59,101.33,108.79
2020-02-06,DEU,105.26,101.98,109.22
2020-02-07,DEU,120.68,113.45,128.59
2020-02-08,DEU,120.85,117.99,150.13
2020-02-09,DEU,105.91,100.3,86.21
2020-02-10,DEU,105.72,104.99,91.76
2020-02-11,DEU,108.42,105.67,104.04
2020-02-12,DEU,108.83,106.43,108.17
2020-02-13,DEU,112.43,112.26,112.38
2020-02-14,DEU,130.41,121.04,141.37
2020-02-15,DEU,128.0,125.2,161.49
2020-02-16,DEU,109.63,114.91,98.68
2020-02-17,DEU,108.0,157.64,111.55
2020-02-18,DEU,109.42,140.18,115.71
2020-02-19,DEU,110.81,132.15,109.61
2020-02-20,DEU,108.14,135.25,121.49
2020-02-21,DEU,125.52,145.98,131.42
2020-02-22,DEU,119.65,149.75,149.93
2020-02-23,DEU,99.22,127.86,93.4
2020-02-24,DEU,102.49,129.82,114.25
2020-02-25,DEU,105.39,128.68,106.82
2020-02-26,DEU,104.39,123.84,99.85
2020-02-27,DEU,110.47,128.01,104.58
2020-02-28,DEU,117.01,138.23,123.05
2020-02-29,DEU,115.16,140.56,138.07
2020-03-01,DEU,106.11,123.28,95.72
2020-03-02,DEU,101.52,118.97,102.74
2020-03-03,DEU,104.1,116.1,103.29
2020-03-04,DEU,102.87,114.82,101.89
2020-03-05,DEU,105.34,117.3,102.6
2020-03-06,DEU,115.68,127.44,116.04
2020-03-07,DEU,112.85,134.51,140.22
2020-03-08,DEU,105.05,115.27,93.98
2020-03-09,DEU,99.11,110.61,96.92
2020-03-10,DEU,100.16,106.74,90.68
2020-03-11,DEU,97.05,101.51,96.4
2020-03-12,DEU,87.94,91.75,89.79
2020-03-13,DEU,86.47,82.21,88.28
2020-03-14,DEU,78.32,77.72,95.38
2020-03-15,DEU,72.26,63.99,75.8
2020-03-16,DEU,68.97,57.93,71.25
2020-03-17,DEU,63.71,50.68,61.98
2020-03-18,DEU,59.52,46.15,57.99
2020-03-19,DEU,54.87,39.17,51.98
2020-03-20,DEU,50.87,33.88,45.37
2020-03-21,DEU,37.9,29.1,36.4
2020-03-22,DEU,39.75,30.14,42.76
2020-03-23,DEU,45.1,31.37,42.11
2020-03-24,DEU,45.53,31.0,43.85
2020-03-25,DEU,46.48,31.36,43.83
2020-03-26,DEU,48.12,31.4,45.78
2020-03-27,DEU,49.58,31.8,52.26
2020-03-28,DEU,45.98,31.88,58.85
2020-03-29,DEU,42.18,29.48,33.95
2020-03-30,DEU,50.0,32.39,42.5
2020-03-31,DEU,52.68,35.14,47.88
2020-04-01,DEU,53.29,33.52,50.5
2020-04-02,DEU,53.15,33.82,50.82
2020-04-03,DEU,51.46,32.02,48.24
2020-04-04,DEU,47.44,33.02,59.17
2020-04-05,DEU,55.02,39.16,75.42
2020-04-06,DEU,58.99,40.67,66.13
2020-04-07,DEU,60.26,40.58,66.37
2020-04-08,DEU,61.92,39.96,67.94
2020-04-09,DEU,58.89,38.54,65.26
2020-04-10,DEU,51.44,40.24,73.42
2020-04-11,DEU,51.05,36.2,67.61
2020-04-12,DEU,46.1,37.88,67.93
2020-04-13,DEU,53.67,38.77,54.13
2020-04-14,DEU,61.19,41.62,55.07
2020-04-15,DEU,63.04,43.22,63.21
2020-04-16,DEU,65.48,44.83,69.23
2020-04-17,DEU,64.69,43.47,69.5
2020-04-18,DEU,57.58,42.91,69.57
2020-04-19,DEU,63.82,46.65,75.93
2020-04-20,DEU,66.95,47.02,66.52
2020-04-21,DEU,68.02,44.89,66.47
2020-04-22,DEU,69.71,46.87,68.86
2020-04-23,DEU,70.28,47.32,72.15
2020-04-24,DEU,67.88,44.47,68.32
2020-04-25,DEU,62.8,44.16,72.98
2020-04-26,DEU,68.59,49.81,81.52
2020-04-27,DEU,70.08,48.72,70.04
alternative_name,GRC,Ελλάδα,,Ελλάδα
2020-01-13,GRC,100.0,,100.0
2020-01-14,GRC,100.63,,100.5
2020-01-15,GRC,100.57,,101.91
2020-01-16,GRC,100.6,,108.84
2020-01-17,GRC,110.76,,119.88
2020-01-18,GRC,113.18,,127.75
2020-01-19,GRC,106.76,,96.49
2020-01-20,GRC,96.02,,95.3
2020-01-21,GRC,95.5,,97.66
2020-01-22,GRC,98.73,,101.94
2020-01-23,GRC,97.72,,102.57
2020-01-24,GRC,108.81,,121.64
2020-01-25,GRC,112.89,,134.75
2020-01-26,GRC,108.84,,100.5
2020-01-27,GRC,95.89,,93.13
2020-01-28,GRC,95.58,,101.26
2020-01-29,GRC,98.33,,104.46
2020-01-30,GRC,102.87,,107.8
2020-01-31,GRC,112.72,,125.02
2020-02-01,GRC,116.08,,138.69
2020-02-02,GRC,112.42,,109.39
2020-02-03,GRC,95.67,,98.14
2020-02-04,GRC,97.46,,105.77
2020-02-05,GRC,96.64,,93.43
2020-02-06,GRC,103.46,,99.78
2020-02-07,GRC,121.1,,132.73
2020-02-08,GRC,119.98,,137.33
2020-02-09,GRC,116.73,,112.88
2020-02-10,GRC,102.6,,106.25
2020-02-11,GRC,104.28,,111.08
2020-02-12,GRC,106.66,,113.07
2020-02-13,GRC,108.1,,126.92
2020-02-14,GRC,123.56,,150.06
2020-02-15,GRC,123.65,,157.11
2020-02-16,GRC,121.23,,124.49
2020-02-17,GRC,117.92,,126.22
2020-02-18,GRC,123.39,,127.66
2020-02-19,GRC,116.34,,125.98
2020-02-20,GRC,121.1,,137.67
2020-02-21,GRC,118.04,,139.05
2020-02-22,GRC,121.53,,145.35
2020-02-23,GRC,114.37,,121.81
2020-02-24,GRC,104.15,,115.7
2020-02-25,GRC,104.31,,111.79
2020-02-26,GRC,105.83,,107.21
2020-02-27,GRC,107.2,,113.48
2020-02-28,GRC,120.29,,129.68
2020-02-29,GRC,115.89,,139.7
2020-03-01,GRC,113.79,,118.77
2020-03-02,GRC,139.75,,91.9
2020-03-03,GRC,98.77,,98.65
2020-03-04,GRC,99.65,,99.79
2020-03-05,GRC,101.98,,114.1
2020-03-06,GRC,103.73,,126.03
2020-03-07,GRC,104.86,,133.12
2020-03-08,GRC,106.74,,100.1
2020-03-09,GRC,94.91,,91.15
2020-03-10,GRC,88.49,,102.25
2020-03-11,GRC,84.96,,95.05
2020-03-12,GRC,73.95,,86.04
2020-03-13,GRC,66.02,,74.54
2020-03-14,GRC,49.1,,50.63
2020-03-15,GRC,39.41,,33.98
2020-03-16,GRC,38.82,,32.14
2020-03-17,GRC,38.03,,30.5
2020-03-18,GRC,33.31,,27.43
2020-03-19,GRC,32.44,,26.74
2020-03-20,GRC,33.88,,28.3
2020-03-21,GRC,30.34,,25.9
2020-03-22,GRC,30.72,,24.36
2020-03-23,GRC,20.78,,19.06
2020-03-24,GRC,21.02,,22.32
2020-03-25,GRC,18.59,,19.32
2020-03-26,GRC,22.02,,19.58
2020-03-27,GRC,21.94,,19.62
2020-03-28,GRC,21.02,,23.65
2020-03-29,GRC,21.57,,25.96
2020-03-30,GRC,26.27,,28.28
2020-03-31,GRC,25.8,,27.69
2020-04-01,GRC,24.73,,23.12
2020-04-02,GRC,27.0,,28.03
2020-04-03,GRC,25.38,,22.87
2020-04-04,GRC,19.88,,18.0
2020-04-05,GRC,19.7,,18.24
2020-04-06,GRC,25.73,,23.48
2020-04-07,GRC,26.6,,24.17
2020-04-08,GRC,28.36,,28.55
2020-04-09,GRC,28.75,,30.81
2020-04-10,GRC,30.09,,34.68
2020-04-11,GRC,26.91,,37.26
2020-04-12,GRC,26.99,,38.27
2020-04-13,GRC,31.93,,36.54
2020-04-14,GRC,32.78,,36.18
2020-04-15,GRC,32.52,,33.85
2020-04-16,GRC,32.87,,37.48
2020-04-17,GRC,31.6,,41.43
2020-04-18,GRC,24.09,,35.23
2020-04-19,GRC,18.99,,31.9
2020-04-20,GRC,23.12,,35.52
2020-04-21,GRC,31.03,,34.05
2020-04-22,GRC,31.35,,32.44
2020-04-23,GRC,32.67,,37.04
2020-04-24,GRC,34.04,,41.82
2020-04-25,GRC,30.79,,44.45
2020-04-26,GRC,31.34,,43.12
2020-04-27,GRC,36.17,,42.65
alternative_name,HUN,Magyarország,,Magyarország
2020-01-13,HUN,100.0,,100.0
2020-01-14,HUN,100.89,,98.25
2020-01-15,HUN,103.13,,101.86
2020-01-16,HUN,106.74,,110.46
2020-01-17,HUN,119.57,,136.71
2020-01-18,HUN,111.98,,145.18
2020-01-19,HUN,100.08,,108.11
2020-01-20,HUN,99.79,,107.47
2020-01-21,HUN,99.22,,106.77
2020-01-22,HUN,101.49,,103.21
2020-01-23,HUN,108.57,,117.62
2020-01-24,HUN,120.08,,142.79
2020-01-25,HUN,114.68,,153.95
2020-01-26,HUN,100.38,,112.8
2020-01-27,HUN,99.38,,109.44
2020-01-28,HUN,100.36,,102.61
2020-01-29,HUN,101.38,,109.15
2020-01-30,HUN,104.59,,116.83
2020-01-31,HUN,120.41,,157.38
2020-02-01,HUN,120.99,,174.54
2020-02-02,HUN,108.44,,129.25
2020-02-03,HUN,103.11,,120.6
2020-02-04,HUN,103.75,,110.22
2020-02-05,HUN,107.9,,115.56
2020-02-06,HUN,110.58,,122.52
2020-02-07,HUN,127.22,,161.51
2020-02-08,HUN,125.31,,172.34
2020-02-09,HUN,113.24,,131.13
2020-02-10,HUN,107.4,,124.09
2020-02-11,HUN,108.79,,124.28
2020-02-12,HUN,112.34,,126.22
2020-02-13,HUN,123.0,,150.42
2020-02-14,HUN,142.05,,197.69
2020-02-15,HUN,137.99,,213.12
2020-02-16,HUN,120.76,,157.31
2020-02-17,HUN,115.33,,154.17
2020-02-18,HUN,116.53,,155.29
2020-02-19,HUN,118.15,,151.08
2020-02-20,HUN,121.46,,154.68
2020-02-21,HUN,137.21,,177.67
2020-02-22,HUN,133.62,,197.02
2020-02-23,HUN,119.17,,148.71
2020-02-24,HUN,111.98,,142.09
2020-02-25,HUN,113.21,,145.36
2020-02-26,HUN,112.38,,130.52
2020-02-27,HUN,114.67,,137.68
2020-02-28,HUN,125.99,,162.94
2020-02-29,HUN,119.91,,173.19
2020-03-01,HUN,106.2,,124.33
2020-03-02,HUN,104.57,,124.88
2020-03-03,HUN,107.28,,116.17
2020-03-04,HUN,107.74,,116.51
2020-03-05,HUN,114.05,,130.14
2020-03-06,HUN,129.49,,151.47
2020-03-07,HUN,122.28,,167.64
2020-03-08,HUN,107.74,,121.01
2020-03-09,HUN,103.48,,115.38
2020-03-10,HUN,101.59,,111.2
2020-03-11,HUN,97.53,,106.96
2020-03-12,HUN,93.39,,105.23
2020-03-13,HUN,93.01,,97.61
2020-03-14,HUN,78.78,,87.03
2020-03-15,HUN,71.09,,66.04
2020-03-16,HUN,64.95,,53.75
2020-03-17,HUN,58.26,,41.43
2020-03-18,HUN,55.33,,37.07
2020-03-19,HUN,54.66,,34.35
2020-03-20,HUN,55.61,,34.52
2020-03-21,HUN,39.15,,20.95
2020-03-22,HUN,36.07,,18.2
2020-03-23,HUN,40.79,,19.58
2020-03-24,HUN,43.23,,23.57
2020-03-25,HUN,43.61,,21.56
2020-03-26,HUN,46.11,,24.66
2020-03-27,HUN,55.78,,31.49
2020-03-28,HUN,36.55,,24.24
2020-03-29,HUN,39.59,,25.2
2020-03-30,HUN,42.85,,23.39
2020-03-31,HUN,46.81,,25.76
2020-04-01,HUN,47.83,,26.6
2020-04-02,HUN,50.67,,28.0
2020-04-03,HUN,54.44,,31.41
2020-04-04,HUN,49.08,,32.26
2020-04-05,HUN,50.09,,31.61
2020-04-06,HUN,54.22,,32.77
2020-04-07,HUN,57.83,,33.82
2020-04-08,HUN,61.81,,34.73
2020-04-09,HUN,61.82,,36.07
2020-04-10,HUN,46.85,,29.05
2020-04-11,HUN,42.64,,27.11
2020-04-12,HUN,35.85,,23.2
2020-04-13,HUN,43.02,,24.21
2020-04-14,HUN,56.56,,29.87
2020-04-15,HUN,58.74,,32.32
2020-04-16,HUN,60.71,,35.92
2020-04-17,HUN,62.89,,36.78
2020-04-18,HUN,53.12,,32.14
2020-04-19,HUN,48.86,,25.77
2020-04-20,HUN,58.21,,33.59
2020-04-21,HUN,59.45,,32.91
2020-04-22,HUN,62.24,,34.61
2020-04-23,HUN,62.15,,36.0
2020-04-24,HUN,65.81,,37.25
2020-04-25,HUN,55.45,,31.65
2020-04-26,HUN,56.99,,31.17
2020-04-27,HUN,62.19,,34.42
alternative_name,ISL,Ísland,,Ísland
2020-01-13,ISL,100.0,,100.0
2020-01-14,ISL,107.33,,101.26
2020-01-15,ISL,113.0,,88.81
2020-01-16,ISL,114.84,,102.24
2020-01-17,ISL,135.74,,111.77
2020-01-18,ISL,135.06,,115.61
2020-01-19,ISL,108.76,,99.3
2020-01-20,ISL,106.44,,93.05
2020-01-21,ISL,109.04,,100.09
2020-01-22,ISL,104.02,,88.23
2020-01-23,ISL,98.62,,81.81
2020-01-24,ISL,131.83,,112.09
2020-01-25,ISL,132.81,,113.13
2020-01-26,ISL,118.67,,98.29
2020-01-27,ISL,112.99,,94.26
2020-01-28,ISL,110.48,,96.78
2020-01-29,ISL,113.17,,96.23
2020-01-30,ISL,119.45,,100.36
2020-01-31,ISL,148.12,,121.79
2020-02-01,ISL,148.89,,125.25
2020-02-02,ISL,125.84,,98.1
2020-02-03,ISL,115.34,,93.71
2020-02-04,ISL,120.31,,105.88
