date,country,isolation
2020-03-27,RU-AST,1.3
2020-03-28,RU-AST,2.6
2020-03-29,RU-AST,3.5
2020-03-30,RU-AST,2.9
2020-03-31,RU-AST,3.4
2020-04-01,RU-AST,3.7
2020-04-02,RU-AST,3.7
2020-04-03,RU-AST,3.5
2020-04-04,RU-AST,3.8
2020-04-05,RU-AST,4.0
2020-04-06,RU-AST,3.1
2020-04-07,RU-AST,3.1
2020-04-08,RU-AST,3.0
2020-04-09,RU-AST,3.0
2020-04-10,RU-AST,2.9
2020-04-11,RU-AST,3.3
2020-04-12,RU-AST,3.9
2020-04-13,RU-AST,3.1
2020-04-14,RU-AST,3.0
2020-04-15,RU-AST,3.0
2020-04-16,RU-AST,3.0
2020-04-17,RU-AST,2.9
2020-04-18,RU-AST,3.4
2020-04-19,RU-AST,3.6
2020-02-23,RU-VGG,2.7
2020-02-24,RU-VGG,3.0
2020-02-25,RU-VGG,1.0
2020-02-26,RU-VGG,0.8
2020-02-27,RU-VGG,0.8
2020-02-28,RU-VGG,0.8
2020-02-29,RU-VGG,2.1
2020-03-01,RU-VGG,2.5
2020-03-02,RU-VGG,0.8
2020-03-03,RU-VGG,0.7
2020-03-04,RU-VGG,0.6
2020-03-05,RU-VGG,0.6
2020-03-06,RU-VGG,0.7
2020-03-07,RU-VGG,2.1
2020-03-08,RU-VGG,2.4
2020-03-09,RU-VGG,2.6
2020-03-10,RU-VGG,0.7
2020-03-11,RU-VGG,0.6
2020-03-12,RU-VGG,0.8
2020-03-13,RU-VGG,0.7
2020-03-14,RU-VGG,2.0
2020-03-15,RU-VGG,2.8
2020-03-16,RU-VGG,0.9
2020-03-17,RU-VGG,0.8
2020-03-18,RU-VGG,0.9
2020-03-19,RU-VGG,1.0
2020-03-20,RU-VGG,1.0
2020-03-21,RU-VGG,2.2
2020-03-22,RU-VGG,2.9
2020-03-23,RU-VGG,1.3
2020-03-24,RU-VGG,1.4
2020-03-25,RU-VGG,1.3
2020-03-26,RU-VGG,1.3
2020-03-27,RU-VGG,1.2
2020-03-28,RU-VGG,2.7
2020-03-29,RU-VGG,3.3
2020-03-30,RU-VGG,2.6
2020-03-31,RU-VGG,2.7
2020-04-01,RU-VGG,3.3
2020-04-02,RU-VGG,3.4
2020-04-03,RU-VGG,3.2
2020-04-04,RU-VGG,3.5
2020-04-05,RU-VGG,3.7
2020-04-06,RU-VGG,2.9
2020-04-07,RU-VGG,2.8
2020-04-08,RU-VGG,2.7
2020-04-09,RU-VGG,2.7
2020-04-10,RU-VGG,2.5
2020-04-11,RU-VGG,3.2
2020-04-12,RU-VGG,3.7
2020-04-13,RU-VGG,2.5
2020-04-14,RU-VGG,2.5
2020-04-15,RU-VGG,2.5
2020-04-16,RU-VGG,2.5
2020-04-17,RU-VGG,2.5
2020-04-18,RU-VGG,3.1
2020-04-19,RU-VGG,3.4
2020-02-23,RU-ROS,2.7
2020-02-24,RU-ROS,2.9
2020-02-25,RU-ROS,0.7
2020-02-26,RU-ROS,0.5
2020-02-27,RU-ROS,0.5
2020-02-28,RU-ROS,0.7
2020-02-29,RU-ROS,1.9
2020-03-01,RU-ROS,2.3
2020-03-02,RU-ROS,0.6
2020-03-03,RU-ROS,0.4
2020-03-04,RU-ROS,0.4
2020-03-05,RU-ROS,0.4
2020-03-06,RU-ROS,0.5
2020-03-07,RU-ROS,1.7
2020-03-08,RU-ROS,2.2
2020-03-09,RU-ROS,2.3
2020-03-10,RU-ROS,0.5
2020-03-11,RU-ROS,0.6
2020-03-12,RU-ROS,0.6
2020-03-13,RU-ROS,0.5
2020-03-14,RU-ROS,1.8
2020-03-15,RU-ROS,2.6
2020-03-16,RU-ROS,0.7
2020-03-17,RU-ROS,0.6
2020-03-18,RU-ROS,0.8
2020-03-19,RU-ROS,0.9
2020-03-20,RU-ROS,0.9
2020-03-21,RU-ROS,2.0
2020-03-22,RU-ROS,2.7
2020-03-23,RU-ROS,1.1
2020-03-24,RU-ROS,1.1
2020-03-25,RU-ROS,1.0
2020-03-26,RU-ROS,1.1
2020-03-27,RU-ROS,1.1
2020-03-28,RU-ROS,2.8
2020-03-29,RU-ROS,3.5
2020-03-30,RU-ROS,2.8
2020-03-31,RU-ROS,3.1
2020-04-01,RU-ROS,3.4
2020-04-02,RU-ROS,3.4
2020-04-03,RU-ROS,3.3
2020-04-04,RU-ROS,3.7
2020-04-05,RU-ROS,4.0
2020-04-06,RU-ROS,3.0
2020-04-07,RU-ROS,3.0
2020-04-08,RU-ROS,2.9
2020-04-09,RU-ROS,2.8
2020-04-10,RU-ROS,2.7
2020-04-11,RU-ROS,3.5
2020-04-12,RU-ROS,3.8
2020-04-13,RU-ROS,2.7
2020-04-14,RU-ROS,2.6
2020-04-15,RU-ROS,2.7
2020-04-16,RU-ROS,2.7
2020-04-17,RU-ROS,2.7
2020-04-18,RU-ROS,3.3
2020-04-19,RU-ROS,3.7
2020-02-23,RU-ME,2.5
2020-02-24,RU-ME,2.7
2020-02-25,RU-ME,0.7
2020-02-26,RU-ME,0.7
2020-02-27,RU-ME,0.7
2020-02-28,RU-ME,0.7
2020-02-29,RU-ME,2.1
2020-03-01,RU-ME,2.5
2020-03-02,RU-ME,0.8
2020-03-03,RU-ME,0.6
2020-03-04,RU-ME,0.6
2020-03-05,RU-ME,0.5
2020-03-06,RU-ME,0.6
2020-03-07,RU-ME,2.0
2020-03-08,RU-ME,2.4
2020-03-09,RU-ME,2.6
2020-03-10,RU-ME,0.7
2020-03-11,RU-ME,0.5
2020-03-12,RU-ME,0.6
2020-03-13,RU-ME,0.6
2020-03-14,RU-ME,1.9
2020-03-15,RU-ME,2.6
2020-03-16,RU-ME,0.6
2020-03-17,RU-ME,0.7
2020-03-18,RU-ME,0.7
2020-03-19,RU-ME,0.8
2020-03-20,RU-ME,0.8
2020-03-21,RU-ME,2.4
2020-03-22,RU-ME,2.7
2020-03-23,RU-ME,1.1
2020-03-24,RU-ME,1.1
2020-03-25,RU-ME,1.0
2020-03-26,RU-ME,0.9
2020-03-27,RU-ME,0.9
2020-03-28,RU-ME,2.6
2020-03-29,RU-ME,3.3
2020-03-30,RU-ME,2.7
2020-03-31,RU-ME,3.2
2020-04-01,RU-ME,3.5
2020-04-02,RU-ME,3.6
2020-04-03,RU-ME,3.4
2020-04-04,RU-ME,3.7
2020-04-05,RU-ME,3.9
2020-04-06,RU-ME,3.0
2020-04-07,RU-ME,2.9
2020-04-08,RU-ME,2.8
2020-04-09,RU-ME,2.7
2020-04-10,RU-ME,2.7
2020-04-11,RU-ME,3.6
2020-04-12,RU-ME,4.0
2020-04-13,RU-ME,2.7
2020-04-14,RU-ME,2.5
2020-04-15,RU-ME,2.5
2020-04-16,RU-ME,2.7
2020-04-17,RU-ME,2.6
2020-04-18,RU-ME,3.5
2020-04-19,RU-ME,3.8
2020-02-23,RU-MO,2.7
2020-02-24,RU-MO,2.8
2020-02-25,RU-MO,0.7
2020-02-26,RU-MO,0.6
2020-02-27,RU-MO,0.7
2020-02-28,RU-MO,0.7
2020-02-29,RU-MO,2.2
2020-03-01,RU-MO,2.6
2020-03-02,RU-MO,0.7
2020-03-03,RU-MO,0.6
2020-03-04,RU-MO,0.6
2020-03-05,RU-MO,0.5
2020-03-06,RU-MO,0.6
2020-03-07,RU-MO,2.0
2020-03-08,RU-MO,2.5
2020-03-09,RU-MO,2.8
2020-03-10,RU-MO,0.6
2020-03-11,RU-MO,0.6
2020-03-12,RU-MO,0.6
2020-03-13,RU-MO,0.7
2020-03-14,RU-MO,2.0
2020-03-15,RU-MO,2.8
2020-03-16,RU-MO,0.7
2020-03-17,RU-MO,0.7
2020-03-18,RU-MO,0.7
2020-03-19,RU-MO,0.9
2020-03-20,RU-MO,0.9
2020-03-21,RU-MO,2.4
2020-03-22,RU-MO,3.0
2020-03-23,RU-MO,1.3
2020-03-24,RU-MO,1.2
2020-03-25,RU-MO,1.1
2020-03-26,RU-MO,1.1
2020-03-27,RU-MO,1.0
2020-03-28,RU-MO,2.8
2020-03-29,RU-MO,3.4
2020-03-30,RU-MO,2.7
2020-03-31,RU-MO,3.0
2020-04-01,RU-MO,3.2
2020-04-02,RU-MO,3.2
2020-04-03,RU-MO,3.1
2020-04-04,RU-MO,3.5
2020-04-05,RU-MO,3.8
2020-04-06,RU-MO,2.7
2020-04-07,RU-MO,2.7
2020-04-08,RU-MO,2.6
2020-04-09,RU-MO,2.5
2020-04-10,RU-MO,2.6
2020-04-11,RU-MO,3.6
2020-04-12,RU-MO,4.0
2020-04-13,RU-MO,2.6
2020-04-14,RU-MO,2.6
2020-04-15,RU-MO,2.7
2020-04-16,RU-MO,2.6
2020-04-17,RU-MO,2.6
2020-04-18,RU-MO,3.5
2020-04-19,RU-MO,3.7
2020-02-23,RU-TA,2.4
2020-02-24,RU-TA,2.5
2020-02-25,RU-TA,0.5
2020-02-26,RU-TA,0.4
2020-02-27,RU-TA,0.5
2020-02-28,RU-TA,0.5
2020-02-29,RU-TA,1.9
2020-03-01,RU-TA,2.4
2020-03-02,RU-TA,0.5
2020-03-03,RU-TA,0.4
2020-03-04,RU-TA,0.4
2020-03-05,RU-TA,0.3
2020-03-06,RU-TA,0.4
2020-03-07,RU-TA,1.7
2020-03-08,RU-TA,2.3
2020-03-09,RU-TA,2.5
2020-03-10,RU-TA,0.4
2020-03-11,RU-TA,0.4
2020-03-12,RU-TA,0.4
2020-03-13,RU-TA,0.4
2020-03-14,RU-TA,1.7
2020-03-15,RU-TA,2.4
2020-03-16,RU-TA,0.5
2020-03-17,RU-TA,0.5
2020-03-18,RU-TA,0.6
2020-03-19,RU-TA,1.0
2020-03-20,RU-TA,0.9
2020-03-21,RU-TA,2.2
2020-03-22,RU-TA,2.7
2020-03-23,RU-TA,1.1
2020-03-24,RU-TA,1.1
2020-03-25,RU-TA,1.0
2020-03-26,RU-TA,1.0
2020-03-27,RU-TA,1.0
2020-03-28,RU-TA,2.6
2020-03-29,RU-TA,3.2
2020-03-30,RU-TA,2.6
2020-03-31,RU-TA,2.9
2020-04-01,RU-TA,3.6
2020-04-02,RU-TA,3.7
2020-04-03,RU-TA,3.6
2020-04-04,RU-TA,3.8
2020-04-05,RU-TA,3.9
2020-04-06,RU-TA,3.1
2020-04-07,RU-TA,3.0
2020-04-08,RU-TA,2.9
2020-04-09,RU-TA,2.7
2020-04-10,RU-TA,2.7
2020-04-11,RU-TA,3.5
2020-04-12,RU-TA,3.8
2020-04-13,RU-TA,2.7
2020-04-14,RU-TA,2.6
2020-04-15,RU-TA,2.5
2020-04-16,RU-TA,2.6
2020-04-17,RU-TA,2.6
2020-04-18,RU-TA,3.3
2020-04-19,RU-TA,3.5
2020-02-23,RU-UD,2.6
2020-02-24,RU-UD,2.8
2020-02-25,RU-UD,0.6
2020-02-26,RU-UD,0.5
2020-02-27,RU-UD,0.5
2020-02-28,RU-UD,0.5
2020-02-29,RU-UD,2.2
2020-03-01,RU-UD,2.7
2020-03-02,RU-UD,0.6
2020-03-03,RU-UD,0.5
2020-03-04,RU-UD,0.4
2020-03-05,RU-UD,0.4
2020-03-06,RU-UD,0.5
2020-03-07,RU-UD,2.1
2020-03-08,RU-UD,2.5
2020-03-09,RU-UD,2.8
2020-03-10,RU-UD,0.5
2020-03-11,RU-UD,0.4
2020-03-12,RU-UD,0.5
2020-03-13,RU-UD,0.5
2020-03-14,RU-UD,2.1
2020-03-15,RU-UD,2.7
2020-03-16,RU-UD,0.5
2020-03-17,RU-UD,0.5
2020-03-18,RU-UD,0.5
2020-03-19,RU-UD,0.6
2020-03-20,RU-UD,0.6
2020-03-21,RU-UD,2.2
2020-03-22,RU-UD,2.8
2020-03-23,RU-UD,0.9
2020-03-24,RU-UD,1.0
2020-03-25,RU-UD,0.9
2020-03-26,RU-UD,0.9
2020-03-27,RU-UD,0.9
2020-03-28,RU-UD,2.9
2020-03-29,RU-UD,3.5
2020-03-30,RU-UD,2.7
2020-03-31,RU-UD,2.9
2020-04-01,RU-UD,3.5
2020-04-02,RU-UD,3.5
2020-04-03,RU-UD,3.3
2020-04-04,RU-UD,3.7
2020-04-05,RU-UD,3.8
2020-04-06,RU-UD,2.3
2020-04-07,RU-UD,2.4
2020-04-08,RU-UD,2.4
2020-04-09,RU-UD,2.3
2020-04-10,RU-UD,2.3
2020-04-11,RU-UD,3.4
2020-04-12,RU-UD,3.7
2020-04-13,RU-UD,2.3
2020-04-14,RU-UD,2.2
2020-04-15,RU-UD,2.1
2020-04-16,RU-UD,2.3
2020-04-17,RU-UD,2.3
2020-04-18,RU-UD,3.4
2020-04-19,RU-UD,3.6
2020-02-23,RU-CU,2.5
2020-02-24,RU-CU,2.6
2020-02-25,RU-CU,0.6
2020-02-26,RU-CU,0.5
2020-02-27,RU-CU,0.5
2020-02-28,RU-CU,0.5
2020-02-29,RU-CU,2.0
2020-03-01,RU-CU,2.5
2020-03-02,RU-CU,0.6
2020-03-03,RU-CU,0.5
2020-03-04,RU-CU,0.5
2020-03-05,RU-CU,0.4
2020-03-06,RU-CU,0.5
2020-03-07,RU-CU,1.9
2020-03-08,RU-CU,2.4
2020-03-09,RU-CU,2.5
2020-03-10,RU-CU,0.5
2020-03-11,RU-CU,0.4
2020-03-12,RU-CU,0.5
2020-03-13,RU-CU,0.6
2020-03-14,RU-CU,1.9
2020-03-15,RU-CU,2.5
2020-03-16,RU-CU,0.5
2020-03-17,RU-CU,0.6
2020-03-18,RU-CU,0.6
2020-03-19,RU-CU,0.8
2020-03-20,RU-CU,0.8
2020-03-21,RU-CU,2.2
2020-03-22,RU-CU,2.7
2020-03-23,RU-CU,1.0
2020-03-24,RU-CU,1.1
2020-03-25,RU-CU,1.0
2020-03-26,RU-CU,1.0
2020-03-27,RU-CU,0.9
2020-03-28,RU-CU,2.4
2020-03-29,RU-CU,3.2
2020-03-30,RU-CU,2.6
2020-03-31,RU-CU,2.9
2020-04-01,RU-CU,3.2
2020-04-02,RU-CU,3.2
2020-04-03,RU-CU,3.0
2020-04-04,RU-CU,3.4
2020-04-05,RU-CU,3.7
2020-04-06,RU-CU,2.7
2020-04-07,RU-CU,2.6
2020-04-08,RU-CU,2.5
2020-04-09,RU-CU,2.5
2020-04-10,RU-CU,2.5
2020-04-11,RU-CU,3.5
2020-04-12,RU-CU,4.0
2020-04-13,RU-CU,2.6
2020-04-14,RU-CU,2.5
2020-04-15,RU-CU,2.4
2020-04-16,RU-CU,2.6
2020-04-17,RU-CU,2.5
2020-04-18,RU-CU,3.4
2020-04-19,RU-CU,3.7
2020-02-23,RU-KIR,2.6
2020-02-24,RU-KIR,2.9
2020-02-25,RU-KIR,0.9
2020-02-26,RU-KIR,0.8
2020-02-27,RU-KIR,0.8
2020-02-28,RU-KIR,0.8
2020-02-29,RU-KIR,2.3
2020-03-01,RU-KIR,2.7
2020-03-02,RU-KIR,0.9
2020-03-03,RU-KIR,0.8
2020-03-04,RU-KIR,0.8
2020-03-05,RU-KIR,0.7
2020-03-06,RU-KIR,0.8
2020-03-07,RU-KIR,2.2
2020-03-08,RU-KIR,2.6
2020-03-09,RU-KIR,2.9
2020-03-10,RU-KIR,0.8
2020-03-11,RU-KIR,0.7
2020-03-12,RU-KIR,0.8
2020-03-13,RU-KIR,0.8
2020-03-14,RU-KIR,2.1
2020-03-15,RU-KIR,2.8
2020-03-16,RU-KIR,0.8
2020-03-17,RU-KIR,1.1
2020-03-18,RU-KIR,1.2
2020-03-19,RU-KIR,1.3
2020-03-20,RU-KIR,1.2
2020-03-21,RU-KIR,2.6
2020-03-22,RU-KIR,3.0
2020-03-23,RU-KIR,1.2
2020-03-24,RU-KIR,1.3
2020-03-25,RU-KIR,1.2
2020-03-26,RU-KIR,1.2
2020-03-27,RU-KIR,1.2
2020-03-28,RU-KIR,2.9
2020-03-29,RU-KIR,3.4
2020-03-30,RU-KIR,2.8
2020-03-31,RU-KIR,3.0
2020-04-01,RU-KIR,3.5
2020-04-02,RU-KIR,3.5
2020-04-03,RU-KIR,3.3
2020-04-04,RU-KIR,3.7
2020-04-05,RU-KIR,3.9
2020-04-06,RU-KIR,2.8
2020-04-07,RU-KIR,2.8
2020-04-08,RU-KIR,2.7
2020-04-09,RU-KIR,2.6
2020-04-10,RU-KIR,2.5
2020-04-11,RU-KIR,3.3
2020-04-12,RU-KIR,3.8
2020-04-13,RU-KIR,2.5
2020-04-14,RU-KIR,2.3
2020-04-15,RU-KIR,2.3
2020-04-16,RU-KIR,2.5
2020-04-17,RU-KIR,2.5
2020-04-18,RU-KIR,3.4
2020-04-19,RU-KIR,3.5
2020-02-23,RU-NIZ,2.7
2020-02-24,RU-NIZ,2.9
2020-02-25,RU-NIZ,0.6
2020-02-26,RU-NIZ,0.5
2020-02-27,RU-NIZ,0.6
2020-02-28,RU-NIZ,0.6
2020-02-29,RU-NIZ,2.2
2020-03-01,RU-NIZ,2.6
2020-03-02,RU-NIZ,0.7
2020-03-03,RU-NIZ,0.5
2020-03-04,RU-NIZ,0.5
2020-03-05,RU-NIZ,0.4
2020-03-06,RU-NIZ,0.5
2020-03-07,RU-NIZ,2.1
2020-03-08,RU-NIZ,2.5
2020-03-09,RU-NIZ,2.7
2020-03-10,RU-NIZ,0.6
2020-03-11,RU-NIZ,0.4
2020-03-12,RU-NIZ,0.5
2020-03-13,RU-NIZ,0.6
2020-03-14,RU-NIZ,2.1
2020-03-15,RU-NIZ,3.0
2020-03-16,RU-NIZ,0.6
2020-03-17,RU-NIZ,0.6
2020-03-18,RU-NIZ,0.9
2020-03-19,RU-NIZ,1.0
2020-03-20,RU-NIZ,1.0
2020-03-21,RU-NIZ,2.5
2020-03-22,RU-NIZ,3.0
2020-03-23,RU-NIZ,1.1
2020-03-24,RU-NIZ,1.2
2020-03-25,RU-NIZ,1.0
2020-03-26,RU-NIZ,1.0
2020-03-27,RU-NIZ,1.0
2020-03-28,RU-NIZ,2.8
2020-03-29,RU-NIZ,3.4
2020-03-30,RU-NIZ,2.9
2020-03-31,RU-NIZ,3.4
2020-04-01,RU-NIZ,3.6
2020-04-02,RU-NIZ,3.6
2020-04-03,RU-NIZ,3.5
2020-04-04,RU-NIZ,3.9
2020-04-05,RU-NIZ,4.0
2020-04-06,RU-NIZ,3.2
2020-04-07,RU-NIZ,3.0
2020-04-08,RU-NIZ,2.9
2020-04-09,RU-NIZ,2.8
2020-04-10,RU-NIZ,2.8
2020-04-11,RU-NIZ,3.5
2020-04-12,RU-NIZ,3.9
2020-04-13,RU-NIZ,2.7
2020-04-14,RU-NIZ,2.6
2020-04-15,RU-NIZ,2.8
2020-04-16,RU-NIZ,2.8
2020-04-17,RU-NIZ,2.8
2020-04-18,RU-NIZ,3.6
2020-04-19,RU-NIZ,3.8
2020-02-23,RU-ORE,2.6
2020-02-24,RU-ORE,2.8
2020-02-25,RU-ORE,0.6
2020-02-26,RU-ORE,0.6
2020-02-27,RU-ORE,0.6
2020-02-28,RU-ORE,0.6
2020-02-29,RU-ORE,1.9
2020-03-01,RU-ORE,2.6
2020-03-02,RU-ORE,0.7
2020-03-03,RU-ORE,0.5
2020-03-04,RU-ORE,0.7
2020-03-05,RU-ORE,0.5
2020-03-06,RU-ORE,0.6
2020-03-07,RU-ORE,1.9
2020-03-08,RU-ORE,2.5
2020-03-09,RU-ORE,2.7
2020-03-10,RU-ORE,0.6
2020-03-11,RU-ORE,0.6
2020-03-12,RU-ORE,0.6
2020-03-13,RU-ORE,0.6
2020-03-14,RU-ORE,1.8
2020-03-15,RU-ORE,2.7
2020-03-16,RU-ORE,0.7
2020-03-17,RU-ORE,0.6
2020-03-18,RU-ORE,0.8
2020-03-19,RU-ORE,0.7
2020-03-20,RU-ORE,0.8
2020-03-21,RU-ORE,2.2
2020-03-22,RU-ORE,2.8
2020-03-23,RU-ORE,1.1
2020-03-24,RU-ORE,1.0
2020-03-25,RU-ORE,1.1
2020-03-26,RU-ORE,1.2
2020-03-27,RU-ORE,1.1
2020-03-28,RU-ORE,2.9
2020-03-29,RU-ORE,3.5
2020-03-30,RU-ORE,2.9
2020-03-31,RU-ORE,3.1
2020-04-01,RU-ORE,3.1
2020-04-02,RU-ORE,3.5
2020-04-03,RU-ORE,3.3
2020-04-04,RU-ORE,3.9
2020-04-05,RU-ORE,3.9
2020-04-06,RU-ORE,2.9
2020-04-07,RU-ORE,3.0
2020-04-08,RU-ORE,2.9
2020-04-09,RU-ORE,2.8
2020-04-10,RU-ORE,2.7
2020-04-11,RU-ORE,3.3
2020-04-12,RU-ORE,3.7
2020-04-13,RU-ORE,2.6
2020-04-14,RU-ORE,2.5
2020-04-15,RU-ORE,2.4
2020-04-16,RU-ORE,2.5
2020-04-17,RU-ORE,2.5
2020-04-18,RU-ORE,3.2
2020-04-19,RU-ORE,3.5
2020-02-23,RU-PNZ,2.7
2020-02-24,RU-PNZ,2.6
2020-02-25,RU-PNZ,0.7
2020-02-26,RU-PNZ,0.7
2020-02-27,RU-PNZ,0.6
2020-02-28,RU-PNZ,0.6
2020-02-29,RU-PNZ,2.0
2020-03-01,RU-PNZ,2.5
2020-03-02,RU-PNZ,0.6
2020-03-03,RU-PNZ,0.5
2020-03-04,RU-PNZ,0.5
2020-03-05,RU-PNZ,0.4
2020-03-06,RU-PNZ,0.5
2020-03-07,RU-PNZ,1.9
2020-03-08,RU-PNZ,2.4
2020-03-09,RU-PNZ,2.6
2020-03-10,RU-PNZ,0.4
2020-03-11,RU-PNZ,0.4
2020-03-12,RU-PNZ,0.5
2020-03-13,RU-PNZ,0.5
2020-03-14,RU-PNZ,1.9
2020-03-15,RU-PNZ,2.8
2020-03-16,RU-PNZ,0.6
2020-03-17,RU-PNZ,0.8
2020-03-18,RU-PNZ,0.9
2020-03-19,RU-PNZ,0.9
2020-03-20,RU-PNZ,0.9
2020-03-21,RU-PNZ,2.2
2020-03-22,RU-PNZ,3.0
2020-03-23,RU-PNZ,1.2
2020-03-24,RU-PNZ,1.1
2020-03-25,RU-PNZ,1.0
2020-03-26,RU-PNZ,1.0
2020-03-27,RU-PNZ,1.0
2020-03-28,RU-PNZ,2.7
2020-03-29,RU-PNZ,3.3
2020-03-30,RU-PNZ,2.6
2020-03-31,RU-PNZ,2.8
2020-04-01,RU-PNZ,3.3
2020-04-02,RU-PNZ,3.4
2020-04-03,RU-PNZ,3.3
2020-04-04,RU-PNZ,3.6
2020-04-05,RU-PNZ,3.9
2020-04-06,RU-PNZ,3.0
2020-04-07,RU-PNZ,2.9
2020-04-08,RU-PNZ,2.8
2020-04-09,RU-PNZ,2.7
2020-04-10,RU-PNZ,2.6
2020-04-11,RU-PNZ,3.6
2020-04-12,RU-PNZ,4.2
2020-04-13,RU-PNZ,2.8
2020-04-14,RU-PNZ,2.5
2020-04-15,RU-PNZ,2.6
2020-04-16,RU-PNZ,2.6
2020-04-17,RU-PNZ,2.5
2020-04-18,RU-PNZ,3.3
2020-04-19,RU-PNZ,3.7
2020-02-23,RU-PER,2.6
2020-02-24,RU-PER,2.9
2020-02-25,RU-PER,0.6
2020-02-26,RU-PER,0.6
2020-02-27,RU-PER,0.6
2020-02-28,RU-PER,0.6
2020-02-29,RU-PER,2.2
2020-03-01,RU-PER,2.8
2020-03-02,RU-PER,0.7
2020-03-03,RU-PER,0.6
2020-03-04,RU-PER,0.6
2020-03-05,RU-PER,0.5
2020-03-06,RU-PER,0.5
2020-03-07,RU-PER,2.2
2020-03-08,RU-PER,2.7
2020-03-09,RU-PER,2.9
2020-03-10,RU-PER,0.6
2020-03-11,RU-PER,0.6
2020-03-12,RU-PER,0.6
2020-03-13,RU-PER,0.6
2020-03-14,RU-PER,2.1
2020-03-15,RU-PER,2.8
2020-03-16,RU-PER,0.7
2020-03-17,RU-PER,0.8
2020-03-18,RU-PER,0.8
2020-03-19,RU-PER,1.2
2020-03-20,RU-PER,1.1
2020-03-21,RU-PER,2.6
2020-03-22,RU-PER,3.0
2020-03-23,RU-PER,1.1
2020-03-24,RU-PER,1.1
2020-03-25,RU-PER,1.2
2020-03-26,RU-PER,1.2
2020-03-27,RU-PER,1.2
2020-03-28,RU-PER,3.0
2020-03-29,RU-PER,3.6
2020-03-30,RU-PER,2.9
2020-03-31,RU-PER,3.1
2020-04-01,RU-PER,2.9
2020-04-02,RU-PER,4.0
2020-04-03,RU-PER,3.9
2020-04-04,RU-PER,4.2
2020-04-05,RU-PER,4.3
2020-04-06,RU-PER,3.5
2020-04-07,RU-PER,3.4
2020-04-08,RU-PER,3.3
2020-04-09,RU-PER,3.2
2020-04-10,RU-PER,3.1
2020-04-11,RU-PER,3.8
2020-04-12,RU-PER,4.0
2020-04-13,RU-PER,2.9
2020-04-14,RU-PER,2.9
2020-04-15,RU-PER,2.8
2020-04-16,RU-PER,2.9
2020-04-17,RU-PER,2.8
2020-04-18,RU-PER,3.7
2020-04-19,RU-PER,3.8
2020-02-23,RU-SAM,2.6
2020-02-24,RU-SAM,2.8
2020-02-25,RU-SAM,0.8
2020-02-26,RU-SAM,0.7
2020-02-27,RU-SAM,0.7
2020-02-28,RU-SAM,0.7
2020-02-29,RU-SAM,2.1
2020-03-01,RU-SAM,2.6
2020-03-02,RU-SAM,0.7
2020-03-03,RU-SAM,0.6
2020-03-04,RU-SAM,0.6
2020-03-05,RU-SAM,0.6
2020-03-06,RU-SAM,0.6
2020-03-07,RU-SAM,2.1
2020-03-08,RU-SAM,2.6
2020-03-09,RU-SAM,2.8
2020-03-10,RU-SAM,0.6
2020-03-11,RU-SAM,0.5
2020-03-12,RU-SAM,0.6
2020-03-13,RU-SAM,0.6
2020-03-14,RU-SAM,2.1
2020-03-15,RU-SAM,2.8
2020-03-16,RU-SAM,0.8
2020-03-17,RU-SAM,1.0
2020-03-18,RU-SAM,1.0
2020-03-19,RU-SAM,1.1
2020-03-20,RU-SAM,1.2
2020-03-21,RU-SAM,2.4
2020-03-22,RU-SAM,3.1
2020-03-23,RU-SAM,1.6
2020-03-24,RU-SAM,1.4
2020-03-25,RU-SAM,1.4
2020-03-26,RU-SAM,1.3
2020-03-27,RU-SAM,1.3
2020-03-28,RU-SAM,2.8
2020-03-29,RU-SAM,3.5
2020-03-30,RU-SAM,2.8
2020-03-31,RU-SAM,2.9
2020-04-01,RU-SAM,3.4
2020-04-02,RU-SAM,3.5
2020-04-03,RU-SAM,3.3
2020-04-04,RU-SAM,3.6
2020-04-05,RU-SAM,3.9
2020-04-06,RU-SAM,2.8
2020-04-07,RU-SAM,2.8
2020-04-08,RU-SAM,2.7
2020-04-09,RU-SAM,2.6
2020-04-10,RU-SAM,2.5
2020-04-11,RU-SAM,3.1
2020-04-12,RU-SAM,3.7
2020-04-13,RU-SAM,2.4
2020-04-14,RU-SAM,2.2
2020-04-15,RU-SAM,2.2
2020-04-16,RU-SAM,2.3
2020-04-17,RU-SAM,2.4
2020-04-18,RU-SAM,3.2
2020-04-19,RU-SAM,3.4
2020-02-23,RU-KGN,2.7
2020-02-24,RU-KGN,2.9
2020-02-25,RU-KGN,0.9
2020-02-26,RU-KGN,0.9
2020-02-27,RU-KGN,0.9
2020-02-28,RU-KGN,0.8
2020-02-29,RU-KGN,2.3
2020-03-01,RU-KGN,2.9
2020-03-02,RU-KGN,0.8
2020-03-03,RU-KGN,0.7
2020-03-04,RU-KGN,0.7
2020-03-05,RU-KGN,0.7
2020-03-06,RU-KGN,0.8
2020-03-07,RU-KGN,2.2
2020-03-08,RU-KGN,2.6
2020-03-09,RU-KGN,2.9
2020-03-10,RU-KGN,0.9
2020-03-11,RU-KGN,0.8
2020-03-12,RU-KGN,0.8
2020-03-13,RU-KGN,0.8
2020-03-14,RU-KGN,2.3
2020-03-15,RU-KGN,3.1
2020-03-16,RU-KGN,0.8
2020-03-17,RU-KGN,1.2
2020-03-18,RU-KGN,1.3
2020-03-19,RU-KGN,1.3
