date,country,isolation
2020-03-27,RU-YAR,1.1
2020-03-28,RU-YAR,2.7
2020-03-29,RU-YAR,3.4
2020-03-30,RU-YAR,3.0
2020-03-31,RU-YAR,3.2
2020-04-01,RU-YAR,3.3
2020-04-02,RU-YAR,3.3
2020-04-03,RU-YAR,3.2
2020-04-04,RU-YAR,3.6
2020-04-05,RU-YAR,4.0
2020-04-06,RU-YAR,2.8
2020-04-07,RU-YAR,2.7
2020-04-08,RU-YAR,2.6
2020-04-09,RU-YAR,2.5
2020-04-10,RU-YAR,2.6
2020-04-11,RU-YAR,3.4
2020-04-12,RU-YAR,3.6
2020-04-13,RU-YAR,2.5
2020-04-14,RU-YAR,2.5
2020-04-15,RU-YAR,2.5
2020-04-16,RU-YAR,2.5
2020-04-17,RU-YAR,2.5
2020-04-18,RU-YAR,3.4
2020-04-19,RU-YAR,3.6
2020-02-23,RU-KR,3.0
2020-02-24,RU-KR,2.9
2020-02-25,RU-KR,1.1
2020-02-26,RU-KR,1.1
2020-02-27,RU-KR,1.1
2020-02-28,RU-KR,1.1
2020-02-29,RU-KR,2.6
2020-03-01,RU-KR,3.0
2020-03-02,RU-KR,1.2
2020-03-03,RU-KR,1.1
2020-03-04,RU-KR,1.1
2020-03-05,RU-KR,1.1
2020-03-06,RU-KR,1.1
2020-03-07,RU-KR,2.5
2020-03-08,RU-KR,2.8
2020-03-09,RU-KR,3.0
2020-03-10,RU-KR,1.1
2020-03-11,RU-KR,1.1
2020-03-12,RU-KR,1.2
2020-03-13,RU-KR,1.1
2020-03-14,RU-KR,2.7
2020-03-15,RU-KR,3.1
2020-03-16,RU-KR,1.3
2020-03-17,RU-KR,1.3
2020-03-18,RU-KR,1.6
2020-03-19,RU-KR,1.6
2020-03-20,RU-KR,1.6
2020-03-21,RU-KR,2.9
2020-03-22,RU-KR,3.2
2020-03-23,RU-KR,1.6
2020-03-24,RU-KR,1.6
2020-03-25,RU-KR,1.6
2020-03-26,RU-KR,1.6
2020-03-27,RU-KR,1.6
2020-03-28,RU-KR,3.3
2020-03-29,RU-KR,3.9
2020-03-30,RU-KR,3.1
2020-03-31,RU-KR,3.2
2020-04-01,RU-KR,3.7
2020-04-02,RU-KR,3.7
2020-04-03,RU-KR,3.7
2020-04-04,RU-KR,4.2
2020-04-05,RU-KR,4.3
2020-04-06,RU-KR,3.3
2020-04-07,RU-KR,3.2
2020-04-08,RU-KR,3.1
2020-04-09,RU-KR,3.2
2020-04-10,RU-KR,3.1
2020-04-11,RU-KR,3.7
2020-04-12,RU-KR,4.0
2020-04-13,RU-KR,3.0
2020-04-14,RU-KR,3.0
2020-04-15,RU-KR,2.9
2020-04-16,RU-KR,3.0
2020-04-17,RU-KR,3.0
2020-04-18,RU-KR,3.8
2020-04-19,RU-KR,4.0
2020-02-23,RU-KO,2.9
2020-02-24,RU-KO,3.0
2020-02-25,RU-KO,0.9
2020-02-26,RU-KO,0.9
2020-02-27,RU-KO,1.0
2020-02-28,RU-KO,0.9
2020-02-29,RU-KO,2.3
2020-03-01,RU-KO,3.0
2020-03-02,RU-KO,1.0
2020-03-03,RU-KO,0.9
2020-03-04,RU-KO,0.8
2020-03-05,RU-KO,0.8
2020-03-06,RU-KO,0.9
2020-03-07,RU-KO,2.3
2020-03-08,RU-KO,2.8
2020-03-09,RU-KO,3.0
2020-03-10,RU-KO,0.9
2020-03-11,RU-KO,0.9
2020-03-12,RU-KO,1.0
2020-03-13,RU-KO,1.0
2020-03-14,RU-KO,2.3
2020-03-15,RU-KO,3.0
2020-03-16,RU-KO,1.4
2020-03-17,RU-KO,1.5
2020-03-18,RU-KO,1.5
2020-03-19,RU-KO,1.5
2020-03-20,RU-KO,1.5
2020-03-21,RU-KO,2.7
2020-03-22,RU-KO,3.2
2020-03-23,RU-KO,1.5
2020-03-24,RU-KO,1.4
2020-03-25,RU-KO,1.5
2020-03-26,RU-KO,1.7
2020-03-27,RU-KO,1.7
2020-03-28,RU-KO,3.3
2020-03-29,RU-KO,3.8
2020-03-30,RU-KO,3.0
2020-03-31,RU-KO,3.3
2020-04-01,RU-KO,3.7
2020-04-02,RU-KO,3.8
2020-04-03,RU-KO,3.7
2020-04-04,RU-KO,4.1
2020-04-05,RU-KO,4.2
2020-04-06,RU-KO,3.4
2020-04-07,RU-KO,3.4
2020-04-08,RU-KO,3.4
2020-04-09,RU-KO,3.3
2020-04-10,RU-KO,3.2
2020-04-11,RU-KO,3.8
2020-04-12,RU-KO,4.1
2020-04-13,RU-KO,3.1
2020-04-14,RU-KO,3.1
2020-04-15,RU-KO,3.0
2020-04-16,RU-KO,3.2
2020-04-17,RU-KO,3.0
2020-04-18,RU-KO,3.7
2020-04-19,RU-KO,3.9
2020-02-23,RU-ARK,2.9
2020-02-24,RU-ARK,3.0
2020-02-25,RU-ARK,1.0
2020-02-26,RU-ARK,1.0
2020-02-27,RU-ARK,1.0
2020-02-28,RU-ARK,1.0
2020-02-29,RU-ARK,2.4
2020-03-01,RU-ARK,2.9
2020-03-02,RU-ARK,1.0
2020-03-03,RU-ARK,1.0
2020-03-04,RU-ARK,0.9
2020-03-05,RU-ARK,0.9
2020-03-06,RU-ARK,0.9
2020-03-07,RU-ARK,2.2
2020-03-08,RU-ARK,2.6
2020-03-09,RU-ARK,2.9
2020-03-10,RU-ARK,1.0
2020-03-11,RU-ARK,1.0
2020-03-12,RU-ARK,1.0
2020-03-13,RU-ARK,0.9
2020-03-14,RU-ARK,2.4
2020-03-15,RU-ARK,2.9
2020-03-16,RU-ARK,1.1
2020-03-17,RU-ARK,1.0
2020-03-18,RU-ARK,1.2
2020-03-19,RU-ARK,1.5
2020-03-20,RU-ARK,1.5
2020-03-21,RU-ARK,2.8
2020-03-22,RU-ARK,3.2
2020-03-23,RU-ARK,1.6
2020-03-24,RU-ARK,1.5
2020-03-25,RU-ARK,1.5
2020-03-26,RU-ARK,1.6
2020-03-27,RU-ARK,1.6
2020-03-28,RU-ARK,3.3
2020-03-29,RU-ARK,3.8
2020-03-30,RU-ARK,2.9
2020-03-31,RU-ARK,3.1
2020-04-01,RU-ARK,3.3
2020-04-02,RU-ARK,3.4
2020-04-03,RU-ARK,3.3
2020-04-04,RU-ARK,3.9
2020-04-05,RU-ARK,4.0
2020-04-06,RU-ARK,2.9
2020-04-07,RU-ARK,2.9
2020-04-08,RU-ARK,2.9
2020-04-09,RU-ARK,2.9
2020-04-10,RU-ARK,2.8
2020-04-11,RU-ARK,3.5
2020-04-12,RU-ARK,3.8
2020-04-13,RU-ARK,2.8
2020-04-14,RU-ARK,2.7
2020-04-15,RU-ARK,2.7
2020-04-16,RU-ARK,2.6
2020-04-17,RU-ARK,2.6
2020-04-18,RU-ARK,3.5
2020-04-19,RU-ARK,3.7
2020-02-23,RU-VLG,2.8
2020-02-24,RU-VLG,2.9
2020-02-25,RU-VLG,0.8
2020-02-26,RU-VLG,0.7
2020-02-27,RU-VLG,0.7
2020-02-28,RU-VLG,0.7
2020-02-29,RU-VLG,2.4
2020-03-01,RU-VLG,2.8
2020-03-02,RU-VLG,0.8
2020-03-03,RU-VLG,0.8
2020-03-04,RU-VLG,0.7
2020-03-05,RU-VLG,0.7
2020-03-06,RU-VLG,0.8
2020-03-07,RU-VLG,2.3
2020-03-08,RU-VLG,2.7
2020-03-09,RU-VLG,2.9
2020-03-10,RU-VLG,0.8
2020-03-11,RU-VLG,0.7
2020-03-12,RU-VLG,0.7
2020-03-13,RU-VLG,0.8
2020-03-14,RU-VLG,2.3
2020-03-15,RU-VLG,2.9
2020-03-16,RU-VLG,0.8
2020-03-17,RU-VLG,0.7
2020-03-18,RU-VLG,1.1
2020-03-19,RU-VLG,1.1
2020-03-20,RU-VLG,1.1
2020-03-21,RU-VLG,2.6
2020-03-22,RU-VLG,3.0
2020-03-23,RU-VLG,1.1
2020-03-24,RU-VLG,1.1
2020-03-25,RU-VLG,1.1
2020-03-26,RU-VLG,1.1
2020-03-27,RU-VLG,1.1
2020-03-28,RU-VLG,3.1
2020-03-29,RU-VLG,3.8
2020-03-30,RU-VLG,3.0
2020-03-31,RU-VLG,3.4
2020-04-01,RU-VLG,3.5
2020-04-02,RU-VLG,3.6
2020-04-03,RU-VLG,3.5
2020-04-04,RU-VLG,4.1
2020-04-05,RU-VLG,4.2
2020-04-06,RU-VLG,3.1
2020-04-07,RU-VLG,3.0
2020-04-08,RU-VLG,2.9
2020-04-09,RU-VLG,2.8
2020-04-10,RU-VLG,2.8
2020-04-11,RU-VLG,3.5
2020-04-12,RU-VLG,3.8
2020-04-13,RU-VLG,2.7
2020-04-14,RU-VLG,2.7
2020-04-15,RU-VLG,2.7
2020-04-16,RU-VLG,2.7
2020-04-17,RU-VLG,2.7
2020-04-18,RU-VLG,3.6
2020-04-19,RU-VLG,3.8
2020-02-23,RU-KGD,2.6
2020-02-24,RU-KGD,2.5
2020-02-25,RU-KGD,0.8
2020-02-26,RU-KGD,0.7
2020-02-27,RU-KGD,0.8
2020-02-28,RU-KGD,0.7
2020-02-29,RU-KGD,2.0
2020-03-01,RU-KGD,2.5
2020-03-02,RU-KGD,0.7
2020-03-03,RU-KGD,0.7
2020-03-04,RU-KGD,0.6
2020-03-05,RU-KGD,0.5
2020-03-06,RU-KGD,0.6
2020-03-07,RU-KGD,1.9
2020-03-08,RU-KGD,2.4
2020-03-09,RU-KGD,2.4
2020-03-10,RU-KGD,0.7
2020-03-11,RU-KGD,0.8
2020-03-12,RU-KGD,1.0
2020-03-13,RU-KGD,0.7
2020-03-14,RU-KGD,2.1
2020-03-15,RU-KGD,2.7
2020-03-16,RU-KGD,0.9
2020-03-17,RU-KGD,0.9
2020-03-18,RU-KGD,1.0
2020-03-19,RU-KGD,1.1
2020-03-20,RU-KGD,1.1
2020-03-21,RU-KGD,2.3
2020-03-22,RU-KGD,2.9
2020-03-23,RU-KGD,1.3
2020-03-24,RU-KGD,1.2
2020-03-25,RU-KGD,1.2
2020-03-26,RU-KGD,1.2
2020-03-27,RU-KGD,1.2
2020-03-28,RU-KGD,2.7
2020-03-29,RU-KGD,3.9
2020-03-30,RU-KGD,3.0
2020-03-31,RU-KGD,3.5
2020-04-01,RU-KGD,3.6
2020-04-02,RU-KGD,3.6
2020-04-03,RU-KGD,3.5
2020-04-04,RU-KGD,3.8
2020-04-05,RU-KGD,3.8
2020-04-06,RU-KGD,2.8
2020-04-07,RU-KGD,2.8
2020-04-08,RU-KGD,2.8
2020-04-09,RU-KGD,2.9
2020-04-10,RU-KGD,2.7
2020-04-11,RU-KGD,3.3
2020-04-12,RU-KGD,3.7
2020-04-13,RU-KGD,2.8
2020-04-14,RU-KGD,2.9
2020-04-15,RU-KGD,2.8
2020-04-16,RU-KGD,3.1
2020-04-17,RU-KGD,2.8
2020-04-18,RU-KGD,3.4
2020-04-19,RU-KGD,3.8
2020-02-23,RU-MUR,3.1
2020-02-24,RU-MUR,3.1
2020-02-25,RU-MUR,1.1
2020-02-26,RU-MUR,1.2
2020-02-27,RU-MUR,1.1
2020-02-28,RU-MUR,1.1
2020-02-29,RU-MUR,2.5
2020-03-01,RU-MUR,3.2
2020-03-02,RU-MUR,1.1
2020-03-03,RU-MUR,1.0
2020-03-04,RU-MUR,1.1
2020-03-05,RU-MUR,1.0
2020-03-06,RU-MUR,1.1
2020-03-07,RU-MUR,2.4
2020-03-08,RU-MUR,3.0
2020-03-09,RU-MUR,3.2
2020-03-10,RU-MUR,1.2
2020-03-11,RU-MUR,1.1
2020-03-12,RU-MUR,1.1
2020-03-13,RU-MUR,1.4
2020-03-14,RU-MUR,2.5
2020-03-15,RU-MUR,3.4
2020-03-16,RU-MUR,1.2
2020-03-17,RU-MUR,1.4
2020-03-18,RU-MUR,1.5
2020-03-19,RU-MUR,1.6
2020-03-20,RU-MUR,1.6
2020-03-21,RU-MUR,2.8
2020-03-22,RU-MUR,3.3
2020-03-23,RU-MUR,1.6
2020-03-24,RU-MUR,1.6
2020-03-25,RU-MUR,1.6
2020-03-26,RU-MUR,1.7
2020-03-27,RU-MUR,1.8
2020-03-28,RU-MUR,3.6
2020-03-29,RU-MUR,4.0
2020-03-30,RU-MUR,3.2
2020-03-31,RU-MUR,3.4
2020-04-01,RU-MUR,3.5
2020-04-02,RU-MUR,3.5
2020-04-03,RU-MUR,3.4
2020-04-04,RU-MUR,4.0
2020-04-05,RU-MUR,4.2
2020-04-06,RU-MUR,3.0
2020-04-07,RU-MUR,3.1
2020-04-08,RU-MUR,3.0
2020-04-09,RU-MUR,3.2
2020-04-10,RU-MUR,2.9
2020-04-11,RU-MUR,3.7
2020-04-12,RU-MUR,4.1
2020-04-13,RU-MUR,2.9
2020-04-14,RU-MUR,2.9
2020-04-15,RU-MUR,2.8
2020-04-16,RU-MUR,2.9
2020-04-17,RU-MUR,2.9
2020-04-18,RU-MUR,3.7
2020-04-19,RU-MUR,4.0
2020-02-23,RU-NGR,2.7
2020-02-24,RU-NGR,2.9
2020-02-25,RU-NGR,0.7
2020-02-26,RU-NGR,0.8
2020-02-27,RU-NGR,0.8
2020-02-28,RU-NGR,0.8
2020-02-29,RU-NGR,2.3
2020-03-01,RU-NGR,3.0
2020-03-02,RU-NGR,0.8
2020-03-03,RU-NGR,0.7
2020-03-04,RU-NGR,0.7
2020-03-05,RU-NGR,0.7
2020-03-06,RU-NGR,0.7
2020-03-07,RU-NGR,2.2
2020-03-08,RU-NGR,2.6
2020-03-09,RU-NGR,2.8
2020-03-10,RU-NGR,0.7
2020-03-11,RU-NGR,0.7
2020-03-12,RU-NGR,0.8
2020-03-13,RU-NGR,0.8
2020-03-14,RU-NGR,2.3
2020-03-15,RU-NGR,2.9
2020-03-16,RU-NGR,0.9
2020-03-17,RU-NGR,0.9
2020-03-18,RU-NGR,1.0
2020-03-19,RU-NGR,1.0
2020-03-20,RU-NGR,1.0
2020-03-21,RU-NGR,2.5
2020-03-22,RU-NGR,3.0
2020-03-23,RU-NGR,1.1
2020-03-24,RU-NGR,1.2
2020-03-25,RU-NGR,1.1
2020-03-26,RU-NGR,1.1
2020-03-27,RU-NGR,1.1
2020-03-28,RU-NGR,3.0
2020-03-29,RU-NGR,3.8
2020-03-30,RU-NGR,2.8
2020-03-31,RU-NGR,3.2
2020-04-01,RU-NGR,3.5
2020-04-02,RU-NGR,3.4
2020-04-03,RU-NGR,3.3
2020-04-04,RU-NGR,3.8
2020-04-05,RU-NGR,4.0
2020-04-06,RU-NGR,2.6
2020-04-07,RU-NGR,2.5
2020-04-08,RU-NGR,2.5
2020-04-09,RU-NGR,2.6
2020-04-10,RU-NGR,2.5
2020-04-11,RU-NGR,3.5
2020-04-12,RU-NGR,3.8
2020-04-13,RU-NGR,2.5
2020-04-14,RU-NGR,2.5
2020-04-15,RU-NGR,2.4
2020-04-16,RU-NGR,2.6
2020-04-17,RU-NGR,2.4
2020-04-18,RU-NGR,3.5
2020-04-19,RU-NGR,3.9
2020-02-23,RU-PSK,2.9
2020-02-24,RU-PSK,2.9
2020-02-25,RU-PSK,0.7
2020-02-26,RU-PSK,0.8
2020-02-27,RU-PSK,0.8
2020-02-28,RU-PSK,0.8
2020-02-29,RU-PSK,2.4
2020-03-01,RU-PSK,3.0
2020-03-02,RU-PSK,0.8
2020-03-03,RU-PSK,0.7
2020-03-04,RU-PSK,0.8
2020-03-05,RU-PSK,0.7
2020-03-06,RU-PSK,0.7
2020-03-07,RU-PSK,2.2
2020-03-08,RU-PSK,2.6
2020-03-09,RU-PSK,2.9
2020-03-10,RU-PSK,0.6
2020-03-11,RU-PSK,0.8
2020-03-12,RU-PSK,0.7
2020-03-13,RU-PSK,0.7
2020-03-14,RU-PSK,2.3
2020-03-15,RU-PSK,2.8
2020-03-16,RU-PSK,1.2
2020-03-17,RU-PSK,1.1
2020-03-18,RU-PSK,1.2
2020-03-19,RU-PSK,1.1
2020-03-20,RU-PSK,1.2
2020-03-21,RU-PSK,2.7
2020-03-22,RU-PSK,3.1
2020-03-23,RU-PSK,1.3
2020-03-24,RU-PSK,1.3
2020-03-25,RU-PSK,1.3
2020-03-26,RU-PSK,1.2
2020-03-27,RU-PSK,1.3
2020-03-28,RU-PSK,3.0
2020-03-29,RU-PSK,3.8
2020-03-30,RU-PSK,3.0
2020-03-31,RU-PSK,3.2
2020-04-01,RU-PSK,3.4
2020-04-02,RU-PSK,3.4
2020-04-03,RU-PSK,3.4
2020-04-04,RU-PSK,3.8
2020-04-05,RU-PSK,4.0
2020-04-06,RU-PSK,2.9
2020-04-07,RU-PSK,2.7
2020-04-08,RU-PSK,2.8
2020-04-09,RU-PSK,2.7
2020-04-10,RU-PSK,2.5
2020-04-11,RU-PSK,3.4
2020-04-12,RU-PSK,3.8
2020-04-13,RU-PSK,2.4
2020-04-14,RU-PSK,2.5
2020-04-15,RU-PSK,2.5
2020-04-16,RU-PSK,2.5
2020-04-17,RU-PSK,2.4
2020-04-18,RU-PSK,3.5
2020-04-19,RU-PSK,3.8
2020-02-23,RU-DA,2.1
2020-02-24,RU-DA,2.0
2020-02-25,RU-DA,0.9
2020-02-26,RU-DA,0.8
2020-02-27,RU-DA,0.8
2020-02-28,RU-DA,0.9
2020-02-29,RU-DA,1.6
2020-03-01,RU-DA,2.3
2020-03-02,RU-DA,0.8
2020-03-03,RU-DA,0.7
2020-03-04,RU-DA,0.7
2020-03-05,RU-DA,0.7
2020-03-06,RU-DA,0.9
2020-03-07,RU-DA,1.6
2020-03-08,RU-DA,2.1
2020-03-09,RU-DA,1.9
2020-03-10,RU-DA,0.7
2020-03-11,RU-DA,0.7
2020-03-12,RU-DA,0.7
2020-03-13,RU-DA,0.9
2020-03-14,RU-DA,1.5
2020-03-15,RU-DA,2.1
2020-03-16,RU-DA,0.9
2020-03-17,RU-DA,0.8
2020-03-18,RU-DA,0.9
2020-03-19,RU-DA,0.9
2020-03-20,RU-DA,1.0
2020-03-21,RU-DA,1.7
2020-03-22,RU-DA,2.1
2020-03-23,RU-DA,0.9
2020-03-24,RU-DA,0.9
2020-03-25,RU-DA,0.9
2020-03-26,RU-DA,1.0
2020-03-27,RU-DA,1.4
2020-03-28,RU-DA,2.2
2020-03-29,RU-DA,2.7
2020-03-30,RU-DA,2.7
2020-03-31,RU-DA,2.9
2020-04-01,RU-DA,3.1
2020-04-02,RU-DA,3.7
2020-04-03,RU-DA,3.6
2020-04-04,RU-DA,3.6
2020-04-05,RU-DA,3.6
2020-04-06,RU-DA,3.0
2020-04-07,RU-DA,2.8
2020-04-08,RU-DA,2.8
2020-04-09,RU-DA,2.7
2020-04-10,RU-DA,2.7
2020-04-11,RU-DA,2.8
2020-04-12,RU-DA,3.2
2020-04-13,RU-DA,2.4
2020-04-14,RU-DA,2.5
2020-04-15,RU-DA,2.4
2020-04-16,RU-DA,2.6
2020-04-17,RU-DA,2.6
2020-04-18,RU-DA,3.0
2020-04-19,RU-DA,3.3
2020-02-23,RU-KB,2.4
2020-02-24,RU-KB,2.3
2020-02-25,RU-KB,0.7
2020-02-26,RU-KB,0.6
2020-02-27,RU-KB,0.6
2020-02-28,RU-KB,0.7
2020-02-29,RU-KB,1.6
2020-03-01,RU-KB,2.7
2020-03-02,RU-KB,0.7
2020-03-03,RU-KB,0.6
2020-03-04,RU-KB,0.5
2020-03-05,RU-KB,0.5
2020-03-06,RU-KB,0.7
2020-03-07,RU-KB,1.4
2020-03-08,RU-KB,2.1
2020-03-09,RU-KB,2.0
2020-03-10,RU-KB,0.6
2020-03-11,RU-KB,0.5
2020-03-12,RU-KB,0.6
2020-03-13,RU-KB,0.5
2020-03-14,RU-KB,1.5
2020-03-15,RU-KB,2.6
2020-03-16,RU-KB,0.8
2020-03-17,RU-KB,1.0
2020-03-18,RU-KB,1.1
2020-03-19,RU-KB,1.1
2020-03-20,RU-KB,1.1
2020-03-21,RU-KB,1.9
2020-03-22,RU-KB,2.6
2020-03-23,RU-KB,1.2
2020-03-24,RU-KB,1.5
2020-03-25,RU-KB,1.5
2020-03-26,RU-KB,1.6
2020-03-27,RU-KB,1.8
2020-03-28,RU-KB,2.9
2020-03-29,RU-KB,3.5
2020-03-30,RU-KB,3.2
2020-03-31,RU-KB,3.3
2020-04-01,RU-KB,3.4
2020-04-02,RU-KB,3.6
2020-04-03,RU-KB,3.4
2020-04-04,RU-KB,3.5
2020-04-05,RU-KB,3.7
2020-04-06,RU-KB,2.8
2020-04-07,RU-KB,2.7
2020-04-08,RU-KB,2.6
2020-04-09,RU-KB,2.6
2020-04-10,RU-KB,2.5
2020-04-11,RU-KB,2.9
2020-04-12,RU-KB,3.5
2020-04-13,RU-KB,2.4
2020-04-14,RU-KB,2.5
2020-04-15,RU-KB,2.6
2020-04-16,RU-KB,2.8
2020-04-17,RU-KB,2.6
2020-04-18,RU-KB,3.0
2020-04-19,RU-KB,3.4
2020-02-23,RU-SE,2.6
2020-02-24,RU-SE,2.4
2020-02-25,RU-SE,0.9
2020-02-26,RU-SE,0.8
2020-02-27,RU-SE,0.8
2020-02-28,RU-SE,0.8
2020-02-29,RU-SE,1.9
2020-03-01,RU-SE,2.8
2020-03-02,RU-SE,1.0
2020-03-03,RU-SE,0.8
2020-03-04,RU-SE,0.8
2020-03-05,RU-SE,0.7
2020-03-06,RU-SE,0.9
2020-03-07,RU-SE,1.8
2020-03-08,RU-SE,2.3
2020-03-09,RU-SE,2.2
2020-03-10,RU-SE,0.9
2020-03-11,RU-SE,0.8
2020-03-12,RU-SE,0.9
2020-03-13,RU-SE,0.8
2020-03-14,RU-SE,1.9
2020-03-15,RU-SE,2.8
2020-03-16,RU-SE,1.2
2020-03-17,RU-SE,1.2
2020-03-18,RU-SE,1.5
2020-03-19,RU-SE,1.5
2020-03-20,RU-SE,1.4
2020-03-21,RU-SE,2.2
2020-03-22,RU-SE,2.6
2020-03-23,RU-SE,1.3
2020-03-24,RU-SE,1.4
2020-03-25,RU-SE,1.5
2020-03-26,RU-SE,1.6
2020-03-27,RU-SE,1.5
2020-03-28,RU-SE,2.4
2020-03-29,RU-SE,3.0
2020-03-30,RU-SE,2.8
2020-03-31,RU-SE,3.0
2020-04-01,RU-SE,3.2
2020-04-02,RU-SE,3.5
2020-04-03,RU-SE,3.4
2020-04-04,RU-SE,3.6
2020-04-05,RU-SE,3.7
2020-04-06,RU-SE,3.0
2020-04-07,RU-SE,2.8
2020-04-08,RU-SE,2.8
2020-04-09,RU-SE,2.7
2020-04-10,RU-SE,2.5
2020-04-11,RU-SE,2.9
2020-04-12,RU-SE,3.5
2020-04-13,RU-SE,2.4
2020-04-14,RU-SE,2.4
2020-04-15,RU-SE,2.4
2020-04-16,RU-SE,2.7
2020-04-17,RU-SE,2.4
2020-04-18,RU-SE,2.9
2020-04-19,RU-SE,3.4
2020-02-23,RU-KDA,2.5
2020-02-24,RU-KDA,2.6
2020-02-25,RU-KDA,0.6
2020-02-26,RU-KDA,0.4
2020-02-27,RU-KDA,0.4
2020-02-28,RU-KDA,0.6
2020-02-29,RU-KDA,1.9
2020-03-01,RU-KDA,2.4
2020-03-02,RU-KDA,0.5
2020-03-03,RU-KDA,0.3
2020-03-04,RU-KDA,0.3
2020-03-05,RU-KDA,0.3
2020-03-06,RU-KDA,0.3
2020-03-07,RU-KDA,1.5
2020-03-08,RU-KDA,2.0
2020-03-09,RU-KDA,2.2
2020-03-10,RU-KDA,0.4
2020-03-11,RU-KDA,0.4
2020-03-12,RU-KDA,0.4
2020-03-13,RU-KDA,0.3
2020-03-14,RU-KDA,1.6
2020-03-15,RU-KDA,2.5
2020-03-16,RU-KDA,0.6
2020-03-17,RU-KDA,0.6
2020-03-18,RU-KDA,0.9
2020-03-19,RU-KDA,0.9
2020-03-20,RU-KDA,0.9
2020-03-21,RU-KDA,2.0
2020-03-22,RU-KDA,2.5
2020-03-23,RU-KDA,1.0
2020-03-24,RU-KDA,1.1
2020-03-25,RU-KDA,1.1
2020-03-26,RU-KDA,1.1
2020-03-27,RU-KDA,1.1
2020-03-28,RU-KDA,2.6
2020-03-29,RU-KDA,3.2
2020-03-30,RU-KDA,2.6
2020-03-31,RU-KDA,2.8
2020-04-01,RU-KDA,3.8
2020-04-02,RU-KDA,3.7
2020-04-03,RU-KDA,3.8
2020-04-04,RU-KDA,4.1
2020-04-05,RU-KDA,4.2
2020-04-06,RU-KDA,3.4
2020-04-07,RU-KDA,3.4
2020-04-08,RU-KDA,3.3
2020-04-09,RU-KDA,3.2
2020-04-10,RU-KDA,3.1
2020-04-11,RU-KDA,3.7
2020-04-12,RU-KDA,3.8
2020-04-13,RU-KDA,2.7
2020-04-14,RU-KDA,2.6
2020-04-15,RU-KDA,2.7
2020-04-16,RU-KDA,2.7
2020-04-17,RU-KDA,2.7
2020-04-18,RU-KDA,3.2
2020-04-19,RU-KDA,3.6
2020-02-23,RU-STA,2.7
2020-02-24,RU-STA,2.7
2020-02-25,RU-STA,0.8
2020-02-26,RU-STA,0.5
2020-02-27,RU-STA,0.5
2020-02-28,RU-STA,0.7
2020-02-29,RU-STA,2.0
2020-03-01,RU-STA,2.8
2020-03-02,RU-STA,0.7
2020-03-03,RU-STA,0.6
2020-03-04,RU-STA,0.4
2020-03-05,RU-STA,0.4
2020-03-06,RU-STA,0.6
2020-03-07,RU-STA,1.7
2020-03-08,RU-STA,2.2
2020-03-09,RU-STA,2.4
2020-03-10,RU-STA,0.5
2020-03-11,RU-STA,0.5
2020-03-12,RU-STA,0.6
2020-03-13,RU-STA,0.4
2020-03-14,RU-STA,1.9
2020-03-15,RU-STA,2.8
2020-03-16,RU-STA,0.8
2020-03-17,RU-STA,0.8
2020-03-18,RU-STA,1.0
2020-03-19,RU-STA,1.0
2020-03-20,RU-STA,1.2
2020-03-21,RU-STA,2.4
2020-03-22,RU-STA,2.9
2020-03-23,RU-STA,1.3
2020-03-24,RU-STA,1.5
2020-03-25,RU-STA,1.3
2020-03-26,RU-STA,1.4
2020-03-27,RU-STA,1.4
2020-03-28,RU-STA,3.3
2020-03-29,RU-STA,3.7
2020-03-30,RU-STA,3.0
2020-03-31,RU-STA,3.0
2020-04-01,RU-STA,3.6
2020-04-02,RU-STA,3.7
2020-04-03,RU-STA,3.5
2020-04-04,RU-STA,3.9
2020-04-05,RU-STA,4.0
2020-04-06,RU-STA,2.8
2020-04-07,RU-STA,2.7
2020-04-08,RU-STA,2.6
2020-04-09,RU-STA,2.5
2020-04-10,RU-STA,2.4
2020-04-11,RU-STA,3.3
2020-04-12,RU-STA,3.8
2020-04-13,RU-STA,2.5
2020-04-14,RU-STA,2.5
2020-04-15,RU-STA,2.5
2020-04-16,RU-STA,2.7
2020-04-17,RU-STA,2.5
2020-04-18,RU-STA,3.3
2020-04-19,RU-STA,3.7
2020-02-23,RU-AST,2.4
2020-02-24,RU-AST,2.7
2020-02-25,RU-AST,0.9
2020-02-26,RU-AST,0.7
2020-02-27,RU-AST,0.8
2020-02-28,RU-AST,0.7
2020-02-29,RU-AST,1.9
2020-03-01,RU-AST,2.6
2020-03-02,RU-AST,0.8
2020-03-03,RU-AST,0.7
2020-03-04,RU-AST,0.6
2020-03-05,RU-AST,0.5
2020-03-06,RU-AST,0.7
2020-03-07,RU-AST,2.0
2020-03-08,RU-AST,2.4
2020-03-09,RU-AST,2.6
2020-03-10,RU-AST,0.7
2020-03-11,RU-AST,0.7
2020-03-12,RU-AST,0.7
2020-03-13,RU-AST,0.6
2020-03-14,RU-AST,1.8
2020-03-15,RU-AST,2.5
2020-03-16,RU-AST,0.9
2020-03-17,RU-AST,0.8
2020-03-18,RU-AST,1.2
2020-03-19,RU-AST,1.5
2020-03-20,RU-AST,1.4
2020-03-21,RU-AST,2.3
2020-03-22,RU-AST,2.7
2020-03-23,RU-AST,1.3
2020-03-24,RU-AST,1.2
2020-03-25,RU-AST,1.3
2020-03-26,RU-AST,1.2
