country,date,parks,residential,retail-and-recreation,transit-stations,workplaces,grocery-and-pharmacy
AFG,2020-02-16,2.0,-1.0,6.0,9.0,5.0,11.0
AFG,2020-02-17,3.0,-1.0,3.0,9.0,6.0,5.0
AFG,2020-02-18,1.0,1.0,-1.0,0.0,5.0,3.0
AFG,2020-02-19,-1.0,1.0,-2.0,4.0,6.0,3.0
AFG,2020-02-20,3.0,0.0,0.0,6.0,6.0,9.0
AFG,2020-02-21,5.0,0.0,1.0,7.0,6.0,6.0
AFG,2020-02-22,3.0,0.0,2.0,7.0,6.0,6.0
AFG,2020-02-23,4.0,0.0,2.0,8.0,7.0,12.0
AFG,2020-02-24,2.0,0.0,2.0,9.0,7.0,6.0
AFG,2020-02-25,2.0,1.0,0.0,5.0,6.0,5.0
AFG,2020-02-26,1.0,2.0,-1.0,3.0,7.0,2.0
AFG,2020-02-27,1.0,2.0,-2.0,4.0,6.0,3.0
AFG,2020-02-28,0.0,2.0,-1.0,4.0,6.0,2.0
AFG,2020-02-29,1.0,1.0,2.0,8.0,8.0,7.0
AFG,2020-03-01,3.0,0.0,4.0,9.0,8.0,8.0
AFG,2020-03-02,2.0,0.0,4.0,8.0,8.0,7.0
AFG,2020-03-03,1.0,1.0,0.0,2.0,8.0,5.0
AFG,2020-03-04,2.0,1.0,1.0,2.0,9.0,5.0
AFG,2020-03-05,6.0,1.0,3.0,4.0,9.0,8.0
AFG,2020-03-06,6.0,1.0,1.0,4.0,8.0,7.0
AFG,2020-03-07,4.0,0.0,2.0,5.0,7.0,7.0
AFG,2020-03-08,0.0,3.0,-5.0,-1.0,-7.0,-1.0
AFG,2020-03-09,-2.0,4.0,-8.0,-2.0,-9.0,-5.0
AFG,2020-03-10,2.0,1.0,1.0,4.0,5.0,-1.0
AFG,2020-03-11,2.0,1.0,2.0,-1.0,4.0,-2.0
AFG,2020-03-12,3.0,1.0,2.0,1.0,5.0,1.0
AFG,2020-03-13,6.0,0.0,4.0,5.0,4.0,6.0
AFG,2020-03-14,5.0,0.0,4.0,5.0,3.0,5.0
AFG,2020-03-15,4.0,0.0,1.0,5.0,2.0,12.0
AFG,2020-03-16,3.0,1.0,1.0,2.0,1.0,12.0
AFG,2020-03-17,4.0,0.0,0.0,-4.0,1.0,6.0
AFG,2020-03-18,5.0,1.0,-1.0,-6.0,-1.0,6.0
AFG,2020-03-19,5.0,2.0,-6.0,-9.0,-3.0,3.0
AFG,2020-03-20,6.0,2.0,-17.0,-20.0,-13.0,-2.0
AFG,2020-03-21,1.0,5.0,-21.0,-22.0,-30.0,-9.0
AFG,2020-03-22,-1.0,2.0,-12.0,-15.0,-5.0,9.0
AFG,2020-03-23,0.0,3.0,-12.0,-17.0,-3.0,6.0
AFG,2020-03-24,-1.0,4.0,-16.0,-19.0,-6.0,0.0
AFG,2020-03-25,-3.0,6.0,-18.0,-23.0,-10.0,0.0
AFG,2020-03-26,-4.0,7.0,-18.0,-22.0,-10.0,1.0
AFG,2020-03-27,-3.0,5.0,-21.0,-17.0,-3.0,4.0
AFG,2020-03-28,-7.0,11.0,-36.0,-32.0,-27.0,-20.0
AFG,2020-03-29,-13.0,10.0,-38.0,-34.0,-33.0,-21.0
AFG,2020-03-30,-14.0,11.0,-41.0,-39.0,-37.0,-26.0
AFG,2020-03-31,-13.0,11.0,-43.0,-41.0,-38.0,-28.0
AFG,2020-04-01,-9.0,11.0,-44.0,-38.0,-37.0,-25.0
AFG,2020-04-02,-10.0,12.0,-44.0,-35.0,-33.0,-25.0
AFG,2020-04-03,-8.0,6.0,-38.0,-32.0,-13.0,-13.0
AFG,2020-04-04,-11.0,10.0,-43.0,-38.0,-34.0,-20.0
AFG,2020-04-05,-13.0,12.0,-45.0,-36.0,-38.0,-22.0
AFG,2020-04-06,-11.0,11.0,-44.0,-40.0,-40.0,-20.0
AFG,2020-04-07,-11.0,10.0,-41.0,-47.0,-40.0,-25.0
AFG,2020-04-08,-12.0,14.0,-47.0,-52.0,-42.0,-31.0
AFG,2020-04-09,-13.0,16.0,-49.0,-51.0,-39.0,-35.0
AFG,2020-04-10,-10.0,11.0,-41.0,-48.0,-16.0,-22.0
AFG,2020-04-11,-12.0,16.0,-46.0,-50.0,-38.0,-32.0
AGO,2020-02-16,2.0,0.0,-6.0,-3.0,4.0,-4.0
AGO,2020-02-17,-3.0,-1.0,-3.0,-1.0,5.0,-4.0
AGO,2020-02-18,-3.0,1.0,-9.0,-6.0,4.0,-11.0
AGO,2020-02-19,0.0,-1.0,-5.0,-3.0,4.0,-5.0
AGO,2020-02-20,2.0,0.0,-2.0,0.0,4.0,-1.0
AGO,2020-02-21,12.0,0.0,0.0,3.0,0.0,2.0
AGO,2020-02-22,6.0,1.0,-1.0,-6.0,-5.0,2.0
AGO,2020-02-23,3.0,10.0,-7.0,-22.0,-52.0,-6.0
AGO,2020-02-24,-9.0,13.0,-15.0,-27.0,-67.0,-17.0
AGO,2020-02-25,-5.0,2.0,-6.0,-12.0,-14.0,-7.0
AGO,2020-02-26,3.0,-1.0,1.0,-4.0,3.0,2.0
AGO,2020-02-27,7.0,-1.0,5.0,-1.0,4.0,6.0
AGO,2020-02-28,9.0,0.0,7.0,3.0,5.0,9.0
AGO,2020-02-29,2.0,0.0,6.0,5.0,5.0,14.0
AGO,2020-03-01,5.0,-1.0,6.0,4.0,7.0,12.0
AGO,2020-03-02,8.0,-1.0,5.0,1.0,8.0,8.0
AGO,2020-03-03,10.0,-1.0,6.0,-2.0,8.0,7.0
AGO,2020-03-04,15.0,-2.0,6.0,-2.0,8.0,7.0
AGO,2020-03-05,13.0,-2.0,6.0,-2.0,8.0,7.0
AGO,2020-03-06,14.0,-1.0,7.0,1.0,6.0,6.0
AGO,2020-03-07,11.0,0.0,6.0,1.0,2.0,7.0
AGO,2020-03-08,5.0,-1.0,3.0,-4.0,4.0,6.0
AGO,2020-03-09,5.0,-1.0,0.0,-6.0,8.0,3.0
AGO,2020-03-10,4.0,-1.0,1.0,-8.0,8.0,2.0
AGO,2020-03-11,7.0,-2.0,1.0,-8.0,8.0,0.0
AGO,2020-03-12,8.0,-1.0,2.0,-6.0,8.0,1.0
AGO,2020-03-13,6.0,0.0,2.0,-8.0,6.0,1.0
AGO,2020-03-14,4.0,2.0,-1.0,-5.0,0.0,2.0
AGO,2020-03-15,-2.0,1.0,-5.0,-9.0,0.0,1.0
AGO,2020-03-16,1.0,-1.0,-4.0,-13.0,7.0,-1.0
AGO,2020-03-17,0.0,0.0,-6.0,-16.0,6.0,-2.0
AGO,2020-03-18,1.0,0.0,-4.0,-11.0,5.0,3.0
AGO,2020-03-19,3.0,0.0,-4.0,-8.0,5.0,12.0
AGO,2020-03-20,-6.0,3.0,-6.0,-18.0,2.0,14.0
AGO,2020-03-21,-12.0,6.0,-14.0,-14.0,-2.0,12.0
AGO,2020-03-22,-29.0,15.0,-35.0,-42.0,-19.0,-8.0
AGO,2020-03-23,-30.0,24.0,-40.0,-50.0,-60.0,-23.0
AGO,2020-03-24,-21.0,13.0,-26.0,-37.0,-15.0,-7.0
AGO,2020-03-25,-22.0,14.0,-21.0,-39.0,-23.0,3.0
AGO,2020-03-26,-11.0,12.0,-13.0,-27.0,-28.0,20.0
AGO,2020-03-27,-32.0,26.0,-48.0,-52.0,-46.0,-22.0
AGO,2020-03-28,-28.0,20.0,-52.0,-41.0,-22.0,-33.0
AGO,2020-03-29,-39.0,22.0,-61.0,-57.0,-11.0,-40.0
AGO,2020-03-30,-36.0,30.0,-55.0,-60.0,-54.0,-36.0
AGO,2020-03-31,-38.0,29.0,-55.0,-61.0,-55.0,-37.0
AGO,2020-04-01,-39.0,28.0,-55.0,-61.0,-55.0,-36.0
AGO,2020-04-02,-34.0,29.0,-55.0,-61.0,-55.0,-35.0
AGO,2020-04-03,-41.0,32.0,-58.0,-63.0,-53.0,-35.0
AGO,2020-04-04,-38.0,24.0,-58.0,-56.0,-36.0,-39.0
AGO,2020-04-05,-48.0,22.0,-62.0,-63.0,-17.0,-37.0
AGO,2020-04-06,-37.0,28.0,-52.0,-59.0,-52.0,-33.0
AGO,2020-04-07,-41.0,28.0,-54.0,-61.0,-53.0,-34.0
AGO,2020-04-08,-41.0,28.0,-54.0,-61.0,-53.0,-35.0
AGO,2020-04-09,-35.0,27.0,-51.0,-58.0,-53.0,-31.0
AGO,2020-04-10,-48.0,35.0,-60.0,-65.0,-68.0,-37.0
AGO,2020-04-11,-37.0,22.0,-53.0,-44.0,-31.0,-32.0
ARE,2020-02-16,5.0,1.0,-1.0,1.0,2.0,1.0
ARE,2020-02-17,5.0,1.0,-2.0,0.0,2.0,1.0
ARE,2020-02-18,4.0,1.0,-2.0,-1.0,2.0,0.0
ARE,2020-02-19,6.0,1.0,-2.0,1.0,1.0,1.0
ARE,2020-02-20,6.0,1.0,-2.0,0.0,0.0,2.0
ARE,2020-02-21,4.0,1.0,-2.0,-2.0,3.0,2.0
ARE,2020-02-22,3.0,1.0,-1.0,-1.0,4.0,3.0
ARE,2020-02-23,5.0,1.0,-2.0,-1.0,4.0,1.0
ARE,2020-02-24,4.0,1.0,-3.0,-2.0,3.0,1.0
ARE,2020-02-25,-2.0,1.0,-2.0,-2.0,3.0,1.0
ARE,2020-02-26,-1.0,1.0,0.0,-2.0,3.0,4.0
ARE,2020-02-27,-1.0,1.0,1.0,-1.0,2.0,5.0
ARE,2020-02-28,-1.0,1.0,1.0,-1.0,4.0,7.0
ARE,2020-02-29,1.0,1.0,3.0,-1.0,4.0,9.0
ARE,2020-03-01,2.0,1.0,1.0,-2.0,4.0,8.0
ARE,2020-03-02,1.0,1.0,0.0,-4.0,4.0,7.0
ARE,2020-03-03,-1.0,1.0,-1.0,-5.0,4.0,7.0
ARE,2020-03-04,-2.0,2.0,-2.0,-5.0,3.0,6.0
ARE,2020-03-05,-5.0,3.0,-5.0,-7.0,2.0,6.0
ARE,2020-03-06,-3.0,3.0,-5.0,-8.0,2.0,6.0
ARE,2020-03-07,3.0,3.0,-1.0,-8.0,2.0,7.0
ARE,2020-03-08,5.0,3.0,-1.0,-9.0,-1.0,6.0
ARE,2020-03-09,3.0,4.0,-3.0,-10.0,-2.0,5.0
ARE,2020-03-10,2.0,4.0,-4.0,-12.0,-2.0,6.0
ARE,2020-03-11,-2.0,4.0,-6.0,-13.0,-2.0,6.0
ARE,2020-03-12,-9.0,5.0,-11.0,-17.0,-2.0,4.0
ARE,2020-03-13,-14.0,5.0,-14.0,-19.0,0.0,3.0
ARE,2020-03-14,-11.0,4.0,-10.0,-17.0,0.0,6.0
ARE,2020-03-15,-12.0,6.0,-8.0,-16.0,-4.0,10.0
ARE,2020-03-16,-15.0,7.0,-13.0,-18.0,-7.0,7.0
ARE,2020-03-17,-18.0,8.0,-17.0,-23.0,-9.0,4.0
ARE,2020-03-18,-21.0,9.0,-20.0,-27.0,-11.0,1.0
ARE,2020-03-19,-31.0,11.0,-27.0,-34.0,-12.0,-3.0
ARE,2020-03-20,-44.0,11.0,-36.0,-44.0,-11.0,-11.0
ARE,2020-03-21,-37.0,11.0,-31.0,-43.0,-9.0,-12.0
ARE,2020-03-22,-37.0,13.0,-30.0,-45.0,-18.0,-8.0
ARE,2020-03-23,-38.0,14.0,-28.0,-47.0,-21.0,11.0
ARE,2020-03-24,-44.0,17.0,-41.0,-54.0,-28.0,-7.0
ARE,2020-03-25,-48.0,21.0,-51.0,-61.0,-35.0,-18.0
ARE,2020-03-26,-56.0,25.0,-56.0,-68.0,-41.0,-16.0
ARE,2020-03-27,-80.0,25.0,-80.0,-84.0,-52.0,-60.0
ARE,2020-03-28,-68.0,28.0,-72.0,-80.0,-56.0,-47.0
ARE,2020-03-29,-53.0,26.0,-55.0,-69.0,-45.0,-26.0
ARE,2020-03-30,-53.0,25.0,-56.0,-69.0,-46.0,-27.0
ARE,2020-03-31,-53.0,25.0,-56.0,-69.0,-46.0,-25.0
ARE,2020-04-01,-53.0,26.0,-56.0,-70.0,-46.0,-25.0
ARE,2020-04-02,-58.0,28.0,-59.0,-72.0,-47.0,-26.0
ARE,2020-04-03,-74.0,22.0,-69.0,-79.0,-44.0,-38.0
ARE,2020-04-04,-58.0,21.0,-59.0,-72.0,-37.0,-27.0
ARE,2020-04-05,-58.0,31.0,-61.0,-79.0,-57.0,-30.0
ARE,2020-04-06,-60.0,30.0,-63.0,-78.0,-56.0,-32.0
ARE,2020-04-07,-73.0,30.0,-63.0,-78.0,-55.0,-30.0
ARE,2020-04-08,-74.0,30.0,-63.0,-78.0,-55.0,-30.0
ARE,2020-04-09,-76.0,33.0,-65.0,-79.0,-55.0,-32.0
ARE,2020-04-10,-86.0,24.0,-74.0,-84.0,-49.0,-45.0
ARE,2020-04-11,-77.0,24.0,-64.0,-79.0,-45.0,-32.0
ARG,2020-02-16,-23.0,1.0,-10.0,-2.0,7.0,-8.0
ARG,2020-02-17,-3.0,-1.0,3.0,8.0,9.0,3.0
ARG,2020-02-18,9.0,-2.0,2.0,8.0,11.0,0.0
ARG,2020-02-19,-6.0,-1.0,0.0,7.0,9.0,0.0
ARG,2020-02-20,-9.0,-1.0,3.0,9.0,9.0,4.0
ARG,2020-02-21,2.0,0.0,5.0,7.0,0.0,5.0
ARG,2020-02-22,15.0,0.0,12.0,6.0,-2.0,8.0
ARG,2020-02-23,24.0,5.0,-6.0,-21.0,-44.0,-11.0
ARG,2020-02-24,6.0,7.0,-18.0,-28.0,-51.0,-17.0
ARG,2020-02-25,4.0,0.0,-4.0,1.0,-2.0,-2.0
ARG,2020-02-26,-2.0,-1.0,0.0,8.0,12.0,0.0
ARG,2020-02-27,-7.0,-1.0,2.0,8.0,13.0,1.0
ARG,2020-02-28,-8.0,1.0,4.0,6.0,5.0,4.0
ARG,2020-02-29,-10.0,2.0,0.0,3.0,-1.0,4.0
ARG,2020-03-01,-9.0,0.0,-1.0,5.0,10.0,4.0
ARG,2020-03-02,-7.0,-1.0,0.0,8.0,16.0,5.0
ARG,2020-03-03,-3.0,-2.0,-1.0,8.0,17.0,4.0
ARG,2020-03-04,-5.0,-2.0,0.0,9.0,18.0,4.0
ARG,2020-03-05,-8.0,-2.0,4.0,11.0,18.0,6.0
ARG,2020-03-06,-8.0,0.0,6.0,10.0,10.0,7.0
ARG,2020-03-07,-11.0,2.0,4.0,6.0,0.0,6.0
ARG,2020-03-08,-11.0,1.0,2.0,8.0,6.0,5.0
ARG,2020-03-09,-9.0,-1.0,2.0,13.0,16.0,7.0
ARG,2020-03-10,-15.0,-1.0,-5.0,5.0,17.0,2.0
ARG,2020-03-11,-21.0,0.0,-11.0,1.0,16.0,-1.0
ARG,2020-03-12,-16.0,-1.0,-4.0,9.0,18.0,9.0
ARG,2020-03-13,-26.0,2.0,-10.0,-3.0,10.0,8.0
ARG,2020-03-14,-42.0,8.0,-22.0,-19.0,-6.0,9.0
ARG,2020-03-15,-42.0,8.0,-29.0,-17.0,-6.0,14.0
ARG,2020-03-16,-44.0,8.0,-31.0,-21.0,-3.0,2.0
ARG,2020-03-17,-52.0,11.0,-41.0,-33.0,-14.0,-11.0
ARG,2020-03-18,-50.0,12.0,-43.0,-35.0,-20.0,-7.0
ARG,2020-03-19,-61.0,16.0,-51.0,-44.0,-33.0,-6.0
ARG,2020-03-20,-81.0,29.0,-79.0,-73.0,-60.0,-42.0
ARG,2020-03-21,-86.0,28.0,-83.0,-76.0,-57.0,-51.0
ARG,2020-03-22,-90.0,28.0,-87.0,-82.0,-61.0,-62.0
ARG,2020-03-23,-88.0,32.0,-88.0,-85.0,-79.0,-64.0
ARG,2020-03-24,-87.0,31.0,-87.0,-84.0,-78.0,-62.0
ARG,2020-03-25,-83.0,28.0,-82.0,-77.0,-68.0,-50.0
ARG,2020-03-26,-84.0,30.0,-83.0,-77.0,-68.0,-52.0
ARG,2020-03-27,-82.0,32.0,-81.0,-75.0,-66.0,-49.0
ARG,2020-03-28,-84.0,29.0,-82.0,-76.0,-59.0,-48.0
ARG,2020-03-29,-89.0,27.0,-86.0,-80.0,-57.0,-61.0
ARG,2020-03-30,-83.0,29.0,-82.0,-78.0,-69.0,-52.0
ARG,2020-03-31,-85.0,30.0,-84.0,-81.0,-75.0,-57.0
ARG,2020-04-01,-80.0,27.0,-79.0,-75.0,-64.0,-46.0
ARG,2020-04-02,-81.0,29.0,-79.0,-74.0,-64.0,-46.0
ARG,2020-04-03,-78.0,30.0,-77.0,-71.0,-62.0,-41.0
ARG,2020-04-04,-81.0,27.0,-77.0,-71.0,-54.0,-41.0
ARG,2020-04-05,-87.0,26.0,-83.0,-76.0,-52.0,-54.0
ARG,2020-04-06,-77.0,26.0,-76.0,-69.0,-60.0,-40.0
ARG,2020-04-07,-72.0,25.0,-82.0,-64.0,-59.0,-30.0
ARG,2020-04-08,-70.0,25.0,-82.0,-64.0,-58.0,-28.0
ARG,2020-04-09,-76.0,28.0,-83.0,-67.0,-64.0,-31.0
ARG,2020-04-10,-85.0,35.0,-90.0,-79.0,-75.0,-57.0
ARG,2020-04-11,-80.0,27.0,-84.0,-67.0,-52.0,-34.0
ATG,2020-02-16,3.0,,0.0,-3.0,0.0,-3.0
ATG,2020-02-17,3.0,1.0,-1.0,4.0,4.0,-6.0
ATG,2020-02-18,1.0,1.0,-2.0,0.0,2.0,-1.0
ATG,2020-02-19,0.0,1.0,1.0,-2.0,-1.0,-2.0
ATG,2020-02-20,2.0,3.0,-2.0,-2.0,-8.0,1.0
ATG,2020-02-21,6.0,1.0,-4.0,-4.0,3.0,0.0
ATG,2020-02-22,13.0,0.0,0.0,-7.0,0.0,2.0
ATG,2020-02-23,1.0,,-4.0,-6.0,0.0,1.0
ATG,2020-02-24,1.0,1.0,-1.0,-3.0,1.0,1.0
ATG,2020-02-25,-2.0,2.0,-4.0,-8.0,2.0,1.0
ATG,2020-02-26,-1.0,2.0,0.0,-1.0,1.0,1.0
ATG,2020-02-27,4.0,0.0,3.0,10.0,3.0,3.0
ATG,2020-02-28,6.0,0.0,4.0,10.0,5.0,6.0
ATG,2020-02-29,11.0,-1.0,4.0,8.0,3.0,9.0
ATG,2020-03-01,9.0,,6.0,10.0,2.0,8.0
ATG,2020-03-02,5.0,0.0,7.0,4.0,3.0,6.0
ATG,2020-03-03,4.0,0.0,4.0,0.0,3.0,4.0
ATG,2020-03-04,4.0,1.0,4.0,0.0,2.0,4.0
ATG,2020-03-05,1.0,1.0,2.0,3.0,4.0,6.0
ATG,2020-03-06,2.0,0.0,1.0,5.0,6.0,7.0
ATG,2020-03-07,9.0,0.0,2.0,4.0,4.0,4.0
ATG,2020-03-08,7.0,,-1.0,0.0,1.0,3.0
ATG,2020-03-09,1.0,1.0,0.0,-2.0,3.0,4.0
ATG,2020-03-10,1.0,1.0,2.0,-3.0,4.0,6.0
ATG,2020-03-11,4.0,1.0,2.0,-6.0,4.0,11.0
ATG,2020-03-12,4.0,1.0,5.0,-2.0,3.0,16.0
ATG,2020-03-13,-1.0,1.0,-4.0,-1.0,3.0,13.0
ATG,2020-03-14,-6.0,4.0,-11.0,-10.0,-2.0,1.0
ATG,2020-03-15,-10.0,,-13.0,-10.0,-9.0,-3.0
ATG,2020-03-16,-10.0,9.0,-16.0,-13.0,-15.0,-5.0
ATG,2020-03-17,-16.0,11.0,-19.0,-19.0,-16.0,-7.0
ATG,2020-03-18,-14.0,10.0,-19.0,-20.0,-19.0,-7.0
ATG,2020-03-19,-16.0,12.0,-18.0,-19.0,-21.0,-3.0
ATG,2020-03-20,-18.0,13.0,-20.0,-19.0,-18.0,-2.0
ATG,2020-03-21,-20.0,,-26.0,-28.0,-14.0,-4.0
ATG,2020-03-22,-28.0,,-36.0,-37.0,-23.0,-17.0
ATG,2020-03-23,-23.0,15.0,-25.0,-27.0,-26.0,-14.0
ATG,2020-03-24,-30.0,17.0,-28.0,-31.0,-28.0,-8.0
ATG,2020-03-25,-24.0,14.0,-23.0,-35.0,-27.0,-5.0
ATG,2020-03-26,-24.0,17.0,-24.0,-32.0,-31.0,-7.0
ATG,2020-03-27,-23.0,17.0,-22.0,-37.0,-30.0,2.0
ATG,2020-03-28,-29.0,,-35.0,-54.0,-37.0,-7.0
ATG,2020-03-29,-30.0,,-46.0,-67.0,-48.0,-21.0
ATG,2020-03-30,-29.0,23.0,-38.0,-48.0,-44.0,-13.0
ATG,2020-03-31,-27.0,22.0,-31.0,-51.0,-49.0,4.0
ATG,2020-04-01,-24.0,16.0,-31.0,-52.0,-56.0,7.0
ATG,2020-04-02,-75.0,,-87.0,-88.0,-82.0,-74.0
ATG,2020-04-03,-70.0,,-86.0,-86.0,-81.0,-68.0
ATG,2020-04-04,-67.0,,-82.0,-86.0,-73.0,-63.0
ATG,2020-04-05,-65.0,,-78.0,-83.0,-66.0,-55.0
ATG,2020-04-06,-61.0,,-80.0,-84.0,-80.0,-58.0
ATG,2020-04-07,-61.0,,-78.0,-84.0,-79.0,-52.0
ATG,2020-04-08,-61.0,,-77.0,-81.0,-79.0,-49.0
ATG,2020-04-09,-58.0,,-67.0,-75.0,-76.0,-36.0
ATG,2020-04-10,-79.0,,-95.0,-93.0,-90.0,-94.0
ATG,2020-04-11,-56.0,,-70.0,-83.0,-68.0,-45.0
AUS,2020-02-16,-5.0,-2.0,-1.0,7.0,17.0,0.0
AUS,2020-02-17,-12.0,-1.0,-3.0,7.0,14.0,-2.0
AUS,2020-02-18,-6.0,-1.0,-1.0,8.0,13.0,-1.0
AUS,2020-02-19,4.0,-2.0,0.0,9.0,13.0,1.0
AUS,2020-02-20,-1.0,-3.0,3.0,11.0,15.0,3.0
AUS,2020-02-21,8.0,-1.0,5.0,9.0,5.0,4.0
AUS,2020-02-22,9.0,0.0,4.0,5.0,-1.0,4.0
AUS,2020-02-23,-6.0,-1.0,0.0,7.0,14.0,1.0
AUS,2020-02-24,-9.0,-1.0,-2.0,10.0,15.0,0.0
AUS,2020-02-25,-6.0,-1.0,-1.0,10.0,14.0,0.0
AUS,2020-02-26,-2.0,-1.0,0.0,10.0,14.0,1.0
AUS,2020-02-27,-1.0,-2.0,3.0,13.0,16.0,4.0
AUS,2020-02-28,12.0,-2.0,6.0,12.0,8.0,6.0
AUS,2020-02-29,19.0,-1.0,5.0,7.0,1.0,7.0
AUS,2020-03-01,7.0,0.0,1.0,6.0,6.0,6.0
AUS,2020-03-02,-9.0,-1.0,-1.0,8.0,13.0,6.0
AUS,2020-03-03,-15.0,-1.0,0.0,8.0,14.0,10.0
AUS,2020-03-04,-17.0,-1.0,-1.0,6.0,14.0,11.0
AUS,2020-03-05,-12.0,-1.0,1.0,8.0,15.0,12.0
AUS,2020-03-06,2.0,-1.0,3.0,6.0,9.0,13.0
AUS,2020-03-07,12.0,0.0,3.0,2.0,0.0,10.0
AUS,2020-03-08,9.0,2.0,0.0,-4.0,-8.0,6.0
AUS,2020-03-09,-3.0,2.0,-3.0,-2.0,-1.0,6.0
AUS,2020-03-10,-7.0,-1.0,-2.0,6.0,13.0,8.0
AUS,2020-03-11,0.0,-1.0,-1.0,6.0,13.0,9.0
AUS,2020-03-12,-2.0,-1.0,-1.0,5.0,14.0,13.0
AUS,2020-03-13,-11.0,0.0,0.0,-1.0,10.0,18.0
AUS,2020-03-14,-13.0,2.0,-1.0,-11.0,1.0,21.0
AUS,2020-03-15,-11.0,2.0,-2.0,-11.0,3.0,27.0
AUS,2020-03-16,-18.0,2.0,-3.0,-9.0,10.0,34.0
AUS,2020-03-17,-19.0,3.0,-6.0,-15.0,4.0,34.0
AUS,2020-03-18,-13.0,5.0,-7.0,-19.0,1.0,30.0
AUS,2020-03-19,-10.0,6.0,-11.0,-22.0,0.0,24.0
AUS,2020-03-20,-11.0,6.0,-13.0,-23.0,-1.0,18.0
AUS,2020-03-21,-9.0,7.0,-17.0,-29.0,-6.0,11.0
AUS,2020-03-22,-13.0,7.0,-18.0,-34.0,-11.0,11.0
AUS,2020-03-23,-28.0,8.0,-19.0,-37.0,-8.0,16.0
AUS,2020-03-24,-30.0,13.0,-30.0,-45.0,-19.0,4.0
AUS,2020-03-25,-32.0,15.0,-31.0,-50.0,-23.0,2.0
AUS,2020-03-26,-24.0,16.0,-34.0,-53.0,-27.0,2.0
AUS,2020-03-27,-30.0,17.0,-36.0,-53.0,-26.0,2.0
AUS,2020-03-28,-34.0,15.0,-41.0,-53.0,-27.0,-9.0
AUS,2020-03-29,-35.0,13.0,-45.0,-58.0,-33.0,-19.0
AUS,2020-03-30,-35.0,16.0,-40.0,-59.0,-32.0,-13.0
AUS,2020-03-31,-35.0,18.0,-40.0,-60.0,-36.0,-13.0
AUS,2020-04-01,-37.0,19.0,-40.0,-61.0,-37.0,-13.0
AUS,2020-04-02,-42.0,20.0,-42.0,-62.0,-38.0,-13.0
AUS,2020-04-03,-42.0,20.0,-40.0,-61.0,-36.0,-7.0
AUS,2020-04-04,-52.0,17.0,-44.0,-61.0,-33.0,-14.0
AUS,2020-04-05,-43.0,14.0,-44.0,-62.0,-36.0,-18.0
AUS,2020-04-06,-35.0,17.0,-37.0,-61.0,-37.0,-12.0
AUS,2020-04-07,-39.0,19.0,-38.0,-61.0,-39.0,-9.0
AUS,2020-04-08,-38.0,19.0,-35.0,-61.0,-39.0,-4.0
AUS,2020-04-09,-31.0,18.0,-30.0,-60.0,-42.0,12.0
AUS,2020-04-10,-43.0,33.0,-75.0,-77.0,-81.0,-54.0
AUS,2020-04-11,-51.0,18.0,-40.0,-63.0,-41.0,-2.0
AUT,2020-02-16,35.0,0.0,9.0,3.0,-4.0,5.0
AUT,2020-02-17,39.0,0.0,8.0,2.0,-4.0,5.0
AUT,2020-02-18,13.0,1.0,4.0,-1.0,-5.0,2.0
AUT,2020-02-19,13.0,0.0,4.0,1.0,-5.0,1.0
AUT,2020-02-20,8.0,1.0,1.0,-2.0,-5.0,4.0
AUT,2020-02-21,46.0,-1.0,7.0,12.0,1.0,3.0
AUT,2020-02-22,12.0,-1.0,5.0,7.0,2.0,20.0
AUT,2020-02-23,21.0,0.0,8.0,4.0,2.0,12.0
AUT,2020-02-24,52.0,0.0,12.0,6.0,1.0,10.0
AUT,2020-02-25,20.0,1.0,1.0,0.0,0.0,10.0
AUT,2020-02-26,9.0,1.0,0.0,0.0,1.0,8.0
AUT,2020-02-27,2.0,1.0,0.0,-1.0,1.0,8.0
AUT,2020-02-28,6.0,0.0,1.0,0.0,1.0,5.0
AUT,2020-02-29,7.0,0.0,1.0,1.0,1.0,7.0
AUT,2020-03-01,13.0,0.0,1.0,1.0,2.0,7.0
AUT,2020-03-02,6.0,0.0,0.0,-1.0,2.0,4.0
AUT,2020-03-03,7.0,0.0,1.0,-1.0,2.0,4.0
AUT,2020-03-04,8.0,0.0,2.0,0.0,1.0,4.0
AUT,2020-03-05,-2.0,0.0,0.0,-1.0,1.0,3.0
AUT,2020-03-06,-4.0,0.0,2.0,-3.0,1.0,1.0
AUT,2020-03-07,20.0,-1.0,9.0,1.0,1.0,7.0
AUT,2020-03-08,22.0,-1.0,7.0,1.0,1.0,9.0
AUT,2020-03-09,5.0,0.0,-1.0,-3.0,1.0,7.0
AUT,2020-03-10,10.0,1.0,-4.0,-5.0,0.0,13.0
AUT,2020-03-11,14.0,1.0,-8.0,-8.0,-2.0,20.0
AUT,2020-03-12,3.0,3.0,-14.0,-13.0,-4.0,33.0
AUT,2020-03-13,-19.0,6.0,-26.0,-25.0,-7.0,27.0
AUT,2020-03-14,-16.0,8.0,-43.0,-37.0,-12.0,-16.0
AUT,2020-03-15,-20.0,11.0,-63.0,-47.0,-26.0,-26.0
AUT,2020-03-16,-39.0,20.0,-73.0,-59.0,-47.0,-19.0
AUT,2020-03-17,-38.0,24.0,-79.0,-65.0,-56.0,-31.0
AUT,2020-03-18,-26.0,24.0,-79.0,-65.0,-58.0,-29.0
