country,date,parks,residential,retail-and-recreation,transit-stations,workplaces,grocery-and-pharmacy
POL,2020-04-04,-56.0,15.0,-71.0,-63.0,-32.0,-42.0
POL,2020-04-05,-59.0,12.0,-71.0,-68.0,-27.0,41.0
POL,2020-04-06,-43.0,19.0,-54.0,-62.0,-45.0,-37.0
POL,2020-04-07,-37.0,19.0,-53.0,-60.0,-46.0,-28.0
POL,2020-04-08,-37.0,18.0,-50.0,-59.0,-46.0,-25.0
POL,2020-04-09,-38.0,19.0,-48.0,-59.0,-48.0,-18.0
POL,2020-04-10,-48.0,23.0,-51.0,-61.0,-54.0,-17.0
POL,2020-04-11,-57.0,17.0,-76.0,-64.0,-48.0,-57.0
PRT,2020-02-16,7.0,0.0,0.0,3.0,3.0,3.0
PRT,2020-02-17,7.0,0.0,2.0,5.0,3.0,3.0
PRT,2020-02-18,23.0,-1.0,4.0,7.0,3.0,3.0
PRT,2020-02-19,24.0,-1.0,6.0,8.0,2.0,3.0
PRT,2020-02-20,35.0,-2.0,4.0,11.0,1.0,6.0
PRT,2020-02-21,46.0,-3.0,4.0,13.0,0.0,4.0
PRT,2020-02-22,53.0,-4.0,7.0,15.0,1.0,4.0
PRT,2020-02-23,75.0,2.0,17.0,1.0,-22.0,11.0
PRT,2020-02-24,43.0,13.0,2.0,-20.0,-57.0,3.0
PRT,2020-02-25,27.0,5.0,-1.0,-4.0,-25.0,3.0
PRT,2020-02-26,26.0,0.0,3.0,5.0,-3.0,5.0
PRT,2020-02-27,25.0,-1.0,3.0,6.0,1.0,8.0
PRT,2020-02-28,4.0,0.0,1.0,4.0,1.0,8.0
PRT,2020-02-29,-24.0,2.0,-5.0,0.0,0.0,4.0
PRT,2020-03-01,-6.0,1.0,-1.0,2.0,2.0,7.0
PRT,2020-03-02,2.0,0.0,1.0,2.0,3.0,8.0
PRT,2020-03-03,8.0,0.0,1.0,4.0,3.0,7.0
PRT,2020-03-04,14.0,0.0,3.0,5.0,2.0,8.0
PRT,2020-03-05,14.0,-1.0,1.0,5.0,2.0,7.0
PRT,2020-03-06,21.0,-1.0,2.0,6.0,2.0,6.0
PRT,2020-03-07,11.0,-1.0,1.0,4.0,2.0,5.0
PRT,2020-03-08,8.0,0.0,-1.0,1.0,2.0,8.0
PRT,2020-03-09,20.0,0.0,0.0,0.0,2.0,14.0
PRT,2020-03-10,24.0,1.0,0.0,-1.0,0.0,21.0
PRT,2020-03-11,21.0,2.0,-4.0,-5.0,-2.0,27.0
PRT,2020-03-12,2.0,6.0,-16.0,-16.0,-7.0,26.0
PRT,2020-03-13,-18.0,10.0,-34.0,-27.0,-13.0,11.0
PRT,2020-03-14,-41.0,14.0,-53.0,-37.0,-18.0,-18.0
PRT,2020-03-15,-52.0,17.0,-58.0,-47.0,-29.0,-27.0
PRT,2020-03-16,-41.0,23.0,-51.0,-52.0,-43.0,-17.0
PRT,2020-03-17,-43.0,24.0,-54.0,-56.0,-48.0,-19.0
PRT,2020-03-18,-42.0,26.0,-58.0,-60.0,-52.0,-23.0
PRT,2020-03-19,-57.0,31.0,-69.0,-69.0,-58.0,-37.0
PRT,2020-03-20,-70.0,34.0,-78.0,-73.0,-59.0,-43.0
PRT,2020-03-21,-71.0,25.0,-81.0,-72.0,-55.0,-49.0
PRT,2020-03-22,-70.0,23.0,-81.0,-74.0,-53.0,-55.0
PRT,2020-03-23,-59.0,32.0,-74.0,-74.0,-62.0,-42.0
PRT,2020-03-24,-60.0,33.0,-74.0,-74.0,-63.0,-40.0
PRT,2020-03-25,-59.0,32.0,-74.0,-75.0,-63.0,-42.0
PRT,2020-03-26,-60.0,34.0,-74.0,-75.0,-64.0,-42.0
PRT,2020-03-27,-63.0,36.0,-75.0,-75.0,-63.0,-39.0
PRT,2020-03-28,-72.0,25.0,-79.0,-74.0,-55.0,-47.0
PRT,2020-03-29,-80.0,22.0,-83.0,-78.0,-53.0,-59.0
PRT,2020-03-30,-71.0,33.0,-74.0,-77.0,-63.0,-43.0
PRT,2020-03-31,-68.0,33.0,-72.0,-75.0,-64.0,-36.0
PRT,2020-04-01,-66.0,33.0,-73.0,-76.0,-64.0,-39.0
PRT,2020-04-02,-57.0,33.0,-70.0,-74.0,-64.0,-35.0
PRT,2020-04-03,-62.0,35.0,-73.0,-75.0,-63.0,-34.0
PRT,2020-04-04,-78.0,25.0,-78.0,-75.0,-55.0,-44.0
PRT,2020-04-05,-88.0,23.0,-84.0,-82.0,-55.0,-60.0
PRT,2020-04-06,-68.0,33.0,-71.0,-77.0,-64.0,-38.0
PRT,2020-04-07,-62.0,32.0,-68.0,-74.0,-64.0,-30.0
PRT,2020-04-08,-59.0,31.0,-67.0,-72.0,-64.0,-27.0
PRT,2020-04-09,-68.0,35.0,-71.0,-78.0,-69.0,-29.0
PRT,2020-04-10,-70.0,46.0,-81.0,-85.0,-84.0,-45.0
PRT,2020-04-11,-73.0,26.0,-78.0,-77.0,-58.0,-40.0
PRY,2020-02-16,-1.0,-1.0,0.0,-3.0,11.0,2.0
PRY,2020-02-17,-8.0,-1.0,-3.0,-5.0,11.0,0.0
PRY,2020-02-18,-4.0,0.0,-4.0,-5.0,12.0,-3.0
PRY,2020-02-19,0.0,-1.0,-1.0,-3.0,13.0,-1.0
PRY,2020-02-20,-7.0,-1.0,-3.0,-6.0,14.0,-2.0
PRY,2020-02-21,-7.0,2.0,-2.0,-5.0,6.0,2.0
PRY,2020-02-22,-13.0,4.0,-3.0,-8.0,4.0,2.0
PRY,2020-02-23,0.0,0.0,0.0,-6.0,14.0,0.0
PRY,2020-02-24,-12.0,0.0,-5.0,-8.0,15.0,-3.0
PRY,2020-02-25,-9.0,0.0,-5.0,-9.0,15.0,-4.0
PRY,2020-02-26,-1.0,-1.0,-1.0,-4.0,18.0,-1.0
PRY,2020-02-27,-1.0,-2.0,1.0,-4.0,17.0,2.0
PRY,2020-02-28,-4.0,-1.0,3.0,-4.0,10.0,6.0
PRY,2020-02-29,-10.0,1.0,3.0,-6.0,5.0,7.0
PRY,2020-03-01,-3.0,-1.0,3.0,-4.0,14.0,6.0
PRY,2020-03-02,-1.0,-3.0,3.0,-2.0,19.0,5.0
PRY,2020-03-03,-2.0,-2.0,1.0,-4.0,19.0,2.0
PRY,2020-03-04,-1.0,-2.0,1.0,-3.0,20.0,1.0
PRY,2020-03-05,-3.0,-3.0,1.0,-2.0,20.0,1.0
PRY,2020-03-06,-6.0,-1.0,2.0,-4.0,13.0,3.0
PRY,2020-03-07,-9.0,2.0,1.0,-7.0,6.0,5.0
PRY,2020-03-08,-6.0,0.0,0.0,-6.0,12.0,4.0
PRY,2020-03-09,-3.0,-3.0,0.0,-4.0,19.0,5.0
PRY,2020-03-10,-9.0,0.0,-6.0,-7.0,13.0,5.0
PRY,2020-03-11,-15.0,5.0,-13.0,-12.0,5.0,-2.0
PRY,2020-03-12,-18.0,6.0,-17.0,-17.0,2.0,-7.0
PRY,2020-03-13,-27.0,9.0,-23.0,-24.0,-2.0,-9.0
PRY,2020-03-14,-37.0,11.0,-32.0,-31.0,-6.0,-12.0
PRY,2020-03-15,-45.0,13.0,-39.0,-39.0,-10.0,-16.0
PRY,2020-03-16,-38.0,14.0,-37.0,-40.0,-14.0,-16.0
PRY,2020-03-17,-43.0,16.0,-43.0,-45.0,-21.0,-25.0
PRY,2020-03-18,-50.0,19.0,-48.0,-51.0,-25.0,-29.0
PRY,2020-03-19,-49.0,19.0,-48.0,-52.0,-26.0,-27.0
PRY,2020-03-20,-54.0,21.0,-52.0,-57.0,-31.0,-27.0
PRY,2020-03-21,-69.0,27.0,-70.0,-73.0,-47.0,-45.0
PRY,2020-03-22,-74.0,26.0,-74.0,-78.0,-42.0,-57.0
PRY,2020-03-23,-64.0,30.0,-69.0,-75.0,-57.0,-50.0
PRY,2020-03-24,-66.0,31.0,-72.0,-76.0,-61.0,-53.0
PRY,2020-03-25,-65.0,33.0,-72.0,-76.0,-61.0,-53.0
PRY,2020-03-26,-62.0,31.0,-70.0,-75.0,-61.0,-50.0
PRY,2020-03-27,-65.0,33.0,-70.0,-76.0,-59.0,-47.0
PRY,2020-03-28,-68.0,29.0,-70.0,-77.0,-54.0,-47.0
PRY,2020-03-29,-71.0,23.0,-68.0,-76.0,-30.0,-52.0
PRY,2020-03-30,-52.0,24.0,-54.0,-66.0,-44.0,-36.0
PRY,2020-03-31,-52.0,22.0,-53.0,-63.0,-45.0,-31.0
PRY,2020-04-01,-56.0,27.0,-59.0,-68.0,-49.0,-39.0
PRY,2020-04-02,-58.0,28.0,-61.0,-70.0,-50.0,-40.0
PRY,2020-04-03,-60.0,31.0,-64.0,-73.0,-51.0,-41.0
PRY,2020-04-04,-68.0,30.0,-70.0,-77.0,-51.0,-46.0
PRY,2020-04-05,-75.0,26.0,-73.0,-80.0,-34.0,-57.0
PRY,2020-04-06,-64.0,32.0,-70.0,-78.0,-62.0,-49.0
PRY,2020-04-07,-62.0,29.0,-66.0,-74.0,-62.0,-41.0
PRY,2020-04-08,-61.0,31.0,-68.0,-76.0,-65.0,-42.0
PRY,2020-04-09,-66.0,34.0,-76.0,-82.0,-74.0,-55.0
PRY,2020-04-10,-78.0,43.0,-87.0,-89.0,-82.0,-85.0
PRY,2020-04-11,-71.0,32.0,-75.0,-81.0,-59.0,-53.0
QAT,2020-02-16,9.0,1.0,-1.0,1.0,4.0,-1.0
QAT,2020-02-17,8.0,1.0,-2.0,1.0,4.0,-3.0
QAT,2020-02-18,7.0,1.0,-3.0,-1.0,4.0,-4.0
QAT,2020-02-19,8.0,2.0,-1.0,-2.0,3.0,-1.0
QAT,2020-02-20,11.0,1.0,-1.0,-2.0,2.0,0.0
QAT,2020-02-21,10.0,1.0,-1.0,-1.0,5.0,-1.0
QAT,2020-02-22,17.0,1.0,-1.0,0.0,5.0,-2.0
QAT,2020-02-23,11.0,1.0,-1.0,0.0,5.0,-3.0
QAT,2020-02-24,10.0,1.0,-2.0,0.0,4.0,-3.0
QAT,2020-02-25,1.0,1.0,-3.0,-1.0,4.0,-3.0
QAT,2020-02-26,3.0,1.0,2.0,-1.0,4.0,4.0
QAT,2020-02-27,6.0,1.0,3.0,-2.0,4.0,6.0
QAT,2020-02-28,6.0,1.0,3.0,-1.0,6.0,7.0
QAT,2020-02-29,11.0,1.0,3.0,1.0,5.0,8.0
QAT,2020-03-01,5.0,1.0,3.0,1.0,4.0,7.0
QAT,2020-03-02,2.0,1.0,2.0,-1.0,5.0,6.0
QAT,2020-03-03,-2.0,1.0,0.0,-2.0,5.0,6.0
QAT,2020-03-04,0.0,2.0,1.0,-3.0,5.0,7.0
QAT,2020-03-05,4.0,2.0,1.0,-4.0,4.0,8.0
QAT,2020-03-06,4.0,2.0,0.0,-4.0,5.0,6.0
QAT,2020-03-07,7.0,2.0,1.0,-3.0,6.0,5.0
QAT,2020-03-08,4.0,2.0,0.0,-5.0,6.0,10.0
QAT,2020-03-09,0.0,3.0,-4.0,-8.0,4.0,11.0
QAT,2020-03-10,-1.0,4.0,-8.0,-11.0,2.0,3.0
QAT,2020-03-11,-7.0,6.0,-14.0,-17.0,1.0,0.0
QAT,2020-03-12,-18.0,9.0,-25.0,-27.0,-2.0,-5.0
QAT,2020-03-13,-22.0,9.0,-31.0,-35.0,-3.0,-12.0
QAT,2020-03-14,-10.0,8.0,-22.0,-28.0,-2.0,-7.0
QAT,2020-03-15,-5.0,9.0,-20.0,-25.0,-6.0,-4.0
QAT,2020-03-16,-11.0,11.0,-27.0,-29.0,-10.0,-4.0
QAT,2020-03-17,-15.0,14.0,-34.0,-34.0,-17.0,-7.0
QAT,2020-03-18,-23.0,17.0,-42.0,-40.0,-21.0,-13.0
QAT,2020-03-19,-25.0,19.0,-47.0,-45.0,-22.0,-19.0
QAT,2020-03-20,-37.0,16.0,-55.0,-50.0,-23.0,-30.0
QAT,2020-03-21,-26.0,16.0,-46.0,-44.0,-20.0,-21.0
QAT,2020-03-22,-34.0,20.0,-48.0,-48.0,-26.0,-25.0
QAT,2020-03-23,-37.0,20.0,-49.0,-48.0,-27.0,-24.0
QAT,2020-03-24,-37.0,20.0,-49.0,-48.0,-29.0,-23.0
QAT,2020-03-25,-41.0,21.0,-50.0,-50.0,-30.0,-22.0
QAT,2020-03-26,-45.0,23.0,-51.0,-53.0,-30.0,-21.0
QAT,2020-03-27,-65.0,19.0,-67.0,-63.0,-32.0,-39.0
QAT,2020-03-28,-45.0,19.0,-57.0,-53.0,-25.0,-29.0
QAT,2020-03-29,-34.0,22.0,-51.0,-52.0,-31.0,-25.0
QAT,2020-03-30,-40.0,21.0,-52.0,-51.0,-31.0,-24.0
QAT,2020-03-31,-39.0,21.0,-52.0,-51.0,-32.0,-24.0
QAT,2020-04-01,-44.0,22.0,-52.0,-52.0,-33.0,-23.0
QAT,2020-04-02,-49.0,26.0,-56.0,-56.0,-35.0,-23.0
QAT,2020-04-03,-65.0,20.0,-67.0,-65.0,-35.0,-38.0
QAT,2020-04-04,-45.0,20.0,-56.0,-54.0,-29.0,-26.0
QAT,2020-04-05,-35.0,24.0,-50.0,-52.0,-36.0,-21.0
QAT,2020-04-06,-38.0,24.0,-52.0,-53.0,-36.0,-22.0
QAT,2020-04-07,-37.0,24.0,-53.0,-55.0,-37.0,-23.0
QAT,2020-04-08,-43.0,24.0,-54.0,-56.0,-37.0,-23.0
QAT,2020-04-09,-45.0,27.0,-55.0,-58.0,-37.0,-22.0
QAT,2020-04-10,-66.0,21.0,-72.0,-69.0,-40.0,-47.0
QAT,2020-04-11,-48.0,23.0,-63.0,-60.0,-39.0,-35.0
ROU,2020-02-16,11.0,-1.0,4.0,7.0,2.0,3.0
ROU,2020-02-17,9.0,-1.0,3.0,6.0,2.0,5.0
ROU,2020-02-18,-1.0,-1.0,3.0,5.0,2.0,4.0
ROU,2020-02-19,-6.0,-1.0,1.0,2.0,3.0,2.0
ROU,2020-02-20,-6.0,-2.0,4.0,8.0,20.0,5.0
ROU,2020-02-21,-4.0,-2.0,3.0,6.0,8.0,-2.0
ROU,2020-02-22,7.0,-1.0,6.0,6.0,4.0,2.0
ROU,2020-02-23,0.0,-1.0,0.0,3.0,2.0,1.0
ROU,2020-02-24,8.0,-1.0,1.0,5.0,3.0,7.0
ROU,2020-02-25,12.0,-1.0,3.0,6.0,3.0,9.0
ROU,2020-02-26,-4.0,0.0,-1.0,1.0,3.0,3.0
ROU,2020-02-27,-9.0,-1.0,1.0,5.0,18.0,3.0
ROU,2020-02-28,-5.0,-1.0,4.0,5.0,11.0,5.0
ROU,2020-02-29,18.0,-1.0,9.0,11.0,7.0,12.0
ROU,2020-03-01,14.0,-1.0,2.0,7.0,5.0,5.0
ROU,2020-03-02,10.0,-1.0,-1.0,3.0,3.0,0.0
ROU,2020-03-03,8.0,-1.0,0.0,4.0,4.0,2.0
ROU,2020-03-04,-1.0,-1.0,1.0,3.0,4.0,2.0
ROU,2020-03-05,0.0,-2.0,5.0,6.0,16.0,5.0
ROU,2020-03-06,12.0,-3.0,10.0,10.0,15.0,7.0
ROU,2020-03-07,7.0,-2.0,12.0,8.0,6.0,11.0
ROU,2020-03-08,-5.0,-1.0,5.0,3.0,4.0,9.0
ROU,2020-03-09,-5.0,0.0,-3.0,-1.0,1.0,6.0
ROU,2020-03-10,-4.0,1.0,-4.0,-5.0,-6.0,15.0
ROU,2020-03-11,1.0,3.0,-7.0,-12.0,-16.0,17.0
ROU,2020-03-12,4.0,4.0,-11.0,-16.0,-13.0,12.0
ROU,2020-03-13,-11.0,4.0,-20.0,-19.0,-5.0,5.0
ROU,2020-03-14,-25.0,4.0,-32.0,-26.0,-6.0,2.0
ROU,2020-03-15,-26.0,7.0,-36.0,-34.0,-17.0,-1.0
ROU,2020-03-16,-16.0,10.0,-32.0,-37.0,-31.0,-14.0
ROU,2020-03-17,-16.0,11.0,-37.0,-40.0,-34.0,-16.0
ROU,2020-03-18,-15.0,11.0,-41.0,-41.0,-35.0,-16.0
ROU,2020-03-19,-15.0,12.0,-45.0,-44.0,-34.0,-20.0
ROU,2020-03-20,-22.0,10.0,-48.0,-42.0,-23.0,-18.0
ROU,2020-03-21,-31.0,8.0,-57.0,-45.0,-21.0,-23.0
ROU,2020-03-22,-53.0,12.0,-62.0,-56.0,-30.0,-24.0
ROU,2020-03-23,-51.0,19.0,-63.0,-61.0,-47.0,-38.0
ROU,2020-03-24,-50.0,19.0,-63.0,-61.0,-50.0,-32.0
ROU,2020-03-25,-57.0,22.0,-71.0,-67.0,-53.0,-48.0
ROU,2020-03-26,-56.0,23.0,-73.0,-68.0,-52.0,-52.0
ROU,2020-03-27,-56.0,21.0,-71.0,-65.0,-42.0,-46.0
ROU,2020-03-28,-60.0,16.0,-77.0,-67.0,-38.0,-49.0
ROU,2020-03-29,-60.0,15.0,-81.0,-72.0,-39.0,-53.0
ROU,2020-03-30,-49.0,21.0,-67.0,-65.0,-53.0,-44.0
ROU,2020-03-31,-54.0,22.0,-69.0,-68.0,-54.0,-44.0
ROU,2020-04-01,-50.0,21.0,-68.0,-66.0,-54.0,-42.0
ROU,2020-04-02,-48.0,21.0,-67.0,-65.0,-53.0,-42.0
ROU,2020-04-03,-50.0,20.0,-67.0,-63.0,-43.0,-37.0
ROU,2020-04-04,-57.0,14.0,-75.0,-66.0,-37.0,-43.0
ROU,2020-04-05,-58.0,15.0,-79.0,-72.0,-39.0,-48.0
ROU,2020-04-06,-43.0,20.0,-64.0,-64.0,-54.0,-39.0
ROU,2020-04-07,-42.0,20.0,-63.0,-64.0,-54.0,-35.0
ROU,2020-04-08,-41.0,19.0,-62.0,-63.0,-53.0,-34.0
ROU,2020-04-09,-40.0,19.0,-62.0,-63.0,-52.0,-34.0
ROU,2020-04-10,-44.0,18.0,-60.0,-59.0,-43.0,-26.0
ROU,2020-04-11,-50.0,12.0,-67.0,-59.0,-33.0,-29.0
RWA,2020-02-16,8.0,0.0,1.0,5.0,7.0,0.0
RWA,2020-02-17,9.0,0.0,0.0,0.0,4.0,-2.0
RWA,2020-02-18,7.0,1.0,-4.0,1.0,2.0,-8.0
RWA,2020-02-19,5.0,1.0,-4.0,2.0,3.0,-5.0
RWA,2020-02-20,4.0,0.0,0.0,9.0,3.0,-3.0
RWA,2020-02-21,9.0,-2.0,4.0,15.0,3.0,3.0
RWA,2020-02-22,4.0,-1.0,1.0,7.0,0.0,-1.0
RWA,2020-02-23,5.0,0.0,-3.0,3.0,3.0,-4.0
RWA,2020-02-24,7.0,0.0,-3.0,1.0,3.0,-4.0
RWA,2020-02-25,4.0,-1.0,1.0,6.0,2.0,-2.0
RWA,2020-02-26,1.0,-1.0,0.0,8.0,2.0,-1.0
RWA,2020-02-27,7.0,1.0,2.0,9.0,0.0,-3.0
RWA,2020-02-28,8.0,1.0,-1.0,5.0,-7.0,-4.0
RWA,2020-02-29,-1.0,0.0,-4.0,10.0,-4.0,-2.0
RWA,2020-03-01,-1.0,0.0,-4.0,8.0,1.0,-1.0
RWA,2020-03-02,2.0,1.0,-3.0,4.0,3.0,-1.0
RWA,2020-03-03,2.0,0.0,2.0,7.0,3.0,2.0
RWA,2020-03-04,1.0,-1.0,2.0,8.0,2.0,0.0
RWA,2020-03-05,2.0,-1.0,2.0,10.0,1.0,1.0
RWA,2020-03-06,9.0,-2.0,8.0,17.0,3.0,7.0
RWA,2020-03-07,9.0,-2.0,10.0,20.0,3.0,7.0
RWA,2020-03-08,6.0,0.0,5.0,12.0,3.0,3.0
RWA,2020-03-09,9.0,0.0,2.0,6.0,5.0,0.0
RWA,2020-03-10,6.0,-1.0,2.0,5.0,4.0,-1.0
RWA,2020-03-11,2.0,-1.0,1.0,8.0,4.0,-2.0
RWA,2020-03-12,2.0,0.0,-1.0,8.0,4.0,-3.0
RWA,2020-03-13,7.0,0.0,2.0,10.0,7.0,2.0
RWA,2020-03-14,2.0,1.0,-1.0,8.0,8.0,6.0
RWA,2020-03-15,-2.0,6.0,-12.0,-6.0,-3.0,-1.0
RWA,2020-03-16,7.0,8.0,-13.0,-6.0,-16.0,-4.0
RWA,2020-03-17,2.0,9.0,-19.0,-13.0,-21.0,-13.0
RWA,2020-03-18,-2.0,9.0,-20.0,-15.0,-24.0,-14.0
RWA,2020-03-19,-1.0,10.0,-23.0,-15.0,-24.0,-15.0
RWA,2020-03-20,0.0,10.0,-25.0,-23.0,-21.0,-17.0
RWA,2020-03-21,-5.0,10.0,-29.0,-33.0,-11.0,-16.0
RWA,2020-03-22,-12.0,17.0,-47.0,-61.0,-30.0,-33.0
RWA,2020-03-23,-1.0,26.0,-53.0,-68.0,-58.0,-46.0
RWA,2020-03-24,-5.0,29.0,-58.0,-71.0,-63.0,-56.0
RWA,2020-03-25,-12.0,28.0,-57.0,-72.0,-64.0,-57.0
RWA,2020-03-26,-16.0,29.0,-60.0,-73.0,-63.0,-58.0
RWA,2020-03-27,-11.0,34.0,-62.0,-76.0,-61.0,-61.0
RWA,2020-03-28,-13.0,22.0,-58.0,-73.0,-42.0,-55.0
RWA,2020-03-29,-18.0,22.0,-56.0,-75.0,-31.0,-57.0
RWA,2020-03-30,-7.0,29.0,-57.0,-75.0,-61.0,-53.0
RWA,2020-03-31,-6.0,29.0,-58.0,-73.0,-61.0,-57.0
RWA,2020-04-01,-8.0,27.0,-60.0,-71.0,-60.0,-56.0
RWA,2020-04-02,-14.0,29.0,-60.0,-71.0,-60.0,-55.0
RWA,2020-04-03,-11.0,32.0,-62.0,-75.0,-58.0,-58.0
RWA,2020-04-04,-13.0,22.0,-58.0,-72.0,-37.0,-54.0
RWA,2020-04-05,-18.0,21.0,-60.0,-75.0,-26.0,-54.0
RWA,2020-04-06,-2.0,30.0,-60.0,-73.0,-60.0,-56.0
RWA,2020-04-07,-9.0,35.0,-70.0,-79.0,-71.0,-74.0
RWA,2020-04-08,-11.0,28.0,-60.0,-73.0,-59.0,-55.0
RWA,2020-04-09,-14.0,33.0,-63.0,-73.0,-61.0,-60.0
RWA,2020-04-10,-13.0,37.0,-67.0,-77.0,-65.0,-64.0
RWA,2020-04-11,-14.0,25.0,-62.0,-72.0,-37.0,-56.0
SAU,2020-02-16,3.0,2.0,-8.0,-7.0,4.0,-4.0
SAU,2020-02-17,3.0,2.0,-7.0,-6.0,4.0,-3.0
SAU,2020-02-18,8.0,1.0,-7.0,-4.0,3.0,-4.0
SAU,2020-02-19,-2.0,2.0,-5.0,-3.0,3.0,-4.0
SAU,2020-02-20,3.0,2.0,-6.0,-11.0,-3.0,-3.0
SAU,2020-02-21,-2.0,2.0,-9.0,-9.0,0.0,-4.0
SAU,2020-02-22,2.0,2.0,-7.0,-7.0,4.0,-4.0
SAU,2020-02-23,5.0,2.0,-9.0,-8.0,4.0,-6.0
SAU,2020-02-24,3.0,1.0,-7.0,-4.0,3.0,-4.0
SAU,2020-02-25,-2.0,2.0,-5.0,-3.0,0.0,-2.0
SAU,2020-02-26,-3.0,1.0,1.0,-2.0,2.0,3.0
SAU,2020-02-27,1.0,1.0,3.0,-8.0,-1.0,6.0
SAU,2020-02-28,-1.0,1.0,1.0,-8.0,1.0,6.0
SAU,2020-02-29,0.0,1.0,1.0,-6.0,4.0,5.0
SAU,2020-03-01,0.0,1.0,-1.0,-8.0,5.0,4.0
SAU,2020-03-02,0.0,1.0,-2.0,-8.0,4.0,3.0
SAU,2020-03-03,1.0,1.0,-1.0,-7.0,4.0,3.0
SAU,2020-03-04,0.0,1.0,0.0,-8.0,4.0,3.0
SAU,2020-03-05,-1.0,2.0,0.0,-13.0,0.0,2.0
SAU,2020-03-06,-5.0,2.0,-3.0,-16.0,0.0,2.0
SAU,2020-03-07,-5.0,2.0,-4.0,-17.0,3.0,2.0
SAU,2020-03-08,-1.0,3.0,-6.0,-19.0,-2.0,2.0
SAU,2020-03-09,2.0,5.0,-7.0,-20.0,-8.0,3.0
SAU,2020-03-10,4.0,5.0,-6.0,-20.0,-9.0,2.0
SAU,2020-03-11,-3.0,5.0,-8.0,-23.0,-9.0,0.0
SAU,2020-03-12,-14.0,6.0,-12.0,-27.0,-8.0,0.0
SAU,2020-03-13,-16.0,5.0,-16.0,-30.0,-3.0,-1.0
SAU,2020-03-14,-12.0,6.0,-16.0,-30.0,-4.0,1.0
SAU,2020-03-15,-12.0,8.0,-19.0,-37.0,-14.0,4.0
SAU,2020-03-16,-21.0,10.0,-31.0,-44.0,-21.0,0.0
SAU,2020-03-17,-26.0,12.0,-36.0,-48.0,-25.0,-6.0
SAU,2020-03-18,-33.0,14.0,-39.0,-52.0,-28.0,-9.0
SAU,2020-03-19,-46.0,16.0,-43.0,-57.0,-29.0,-13.0
SAU,2020-03-20,-57.0,14.0,-50.0,-63.0,-21.0,-17.0
SAU,2020-03-21,-48.0,15.0,-49.0,-69.0,-23.0,-16.0
SAU,2020-03-22,-44.0,19.0,-50.0,-70.0,-38.0,-19.0
SAU,2020-03-23,-51.0,21.0,-57.0,-72.0,-42.0,-25.0
SAU,2020-03-24,-51.0,22.0,-55.0,-73.0,-43.0,-22.0
SAU,2020-03-25,-52.0,22.0,-54.0,-73.0,-44.0,-19.0
SAU,2020-03-26,-62.0,25.0,-58.0,-76.0,-45.0,-22.0
SAU,2020-03-27,-74.0,21.0,-65.0,-82.0,-38.0,-29.0
SAU,2020-03-28,-59.0,19.0,-56.0,-77.0,-31.0,-24.0
SAU,2020-03-29,-49.0,23.0,-54.0,-75.0,-45.0,-24.0
SAU,2020-03-30,-51.0,22.0,-56.0,-75.0,-46.0,-26.0
SAU,2020-03-31,-52.0,22.0,-55.0,-74.0,-46.0,-26.0
SAU,2020-04-01,-53.0,23.0,-56.0,-75.0,-46.0,-26.0
SAU,2020-04-02,-61.0,25.0,-57.0,-77.0,-46.0,-26.0
SAU,2020-04-03,-74.0,21.0,-66.0,-83.0,-40.0,-32.0
SAU,2020-04-04,-61.0,20.0,-58.0,-78.0,-34.0,-28.0
SAU,2020-04-05,-52.0,23.0,-55.0,-76.0,-47.0,-24.0
SAU,2020-04-06,-54.0,23.0,-59.0,-77.0,-50.0,-27.0
SAU,2020-04-07,-64.0,29.0,-75.0,-83.0,-65.0,-38.0
SAU,2020-04-08,-65.0,29.0,-74.0,-82.0,-63.0,-38.0
SAU,2020-04-09,-70.0,32.0,-73.0,-83.0,-61.0,-37.0
SAU,2020-04-10,-80.0,24.0,-77.0,-85.0,-49.0,-44.0
SAU,2020-04-11,-68.0,25.0,-72.0,-83.0,-49.0,-36.0
SEN,2020-02-16,-1.0,0.0,-3.0,0.0,2.0,0.0
SEN,2020-02-17,1.0,1.0,-3.0,-4.0,2.0,-2.0
SEN,2020-02-18,-3.0,1.0,-4.0,-6.0,2.0,-3.0
SEN,2020-02-19,-2.0,1.0,-4.0,-3.0,1.0,-3.0
SEN,2020-02-20,-4.0,1.0,-3.0,-3.0,3.0,-2.0
SEN,2020-02-21,-3.0,1.0,-4.0,-4.0,2.0,-3.0
SEN,2020-02-22,-4.0,1.0,-2.0,-3.0,2.0,-4.0
SEN,2020-02-23,-6.0,1.0,-4.0,-1.0,2.0,-1.0
SEN,2020-02-24,-10.0,2.0,-9.0,-9.0,0.0,-8.0
SEN,2020-02-25,-8.0,2.0,-9.0,-9.0,1.0,-8.0
SEN,2020-02-26,-2.0,2.0,-6.0,-5.0,2.0,-5.0
SEN,2020-02-27,0.0,1.0,-4.0,-3.0,3.0,-2.0
SEN,2020-02-28,0.0,1.0,-2.0,-1.0,4.0,0.0
SEN,2020-02-29,0.0,1.0,-1.0,0.0,4.0,0.0
SEN,2020-03-01,-1.0,1.0,-2.0,1.0,5.0,2.0
SEN,2020-03-02,1.0,1.0,-2.0,0.0,4.0,2.0
SEN,2020-03-03,0.0,1.0,-1.0,-1.0,2.0,1.0
SEN,2020-03-04,-1.0,2.0,-3.0,-1.0,1.0,0.0
